type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
photo	post_page_946969685378921	946969685378921_1124338240975397	https://www.facebook.com/946969685378921/posts/1124338240975397	Mercoledì 9 novembre 2016 a Lanuvio! Vi attendiamo!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14956442_1124338240975397_4548378997979372534_n.jpg?oh=42c4b2b8ce035c52bed3c37eab7e8cb1&oe=58CC2AF6	https://scontent.xx.fbcdn.net/v/t1.0-9/q86/s720x720/14956442_1124338240975397_4548378997979372534_n.jpg?oh=6d0624864324e2e422323e47bec0a0bb&oe=588D37AA	https://www.facebook.com/laretedeisi/photos/a.947077262034830.1073741828.946969685378921/1124338240975397/?type=3	facebook.com	2016-11-08T13:40:04+0000	1478612404	2016-11-08 14:40:04	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
link	post_page_946969685378921	946969685378921_1117390858336802	https://www.facebook.com/946969685378921/posts/1117390858336802	Anche Emma Bonino si schiera per il Sì. Il pezzo è un po  imboscato nel Corriere della Sera  ma a scavare si trova che la Bonino ha dichiarato:  Non ho l’impressione che per i nostri temi avremo più ascolto  se vincesse il no  da Salvini  Brunetta o Grillo. Non è così drammatico  in politica  dire che si sceglie il meno peggio .  http://www.corriere.it/politica/16_novembre_01/intervento-bonino-nessuno-si-senta-vero-erede-pannella-7edaf352-9fb0-11e6-9daf-5530d930d472.shtml  Il #4dicembre #noivotiamosi  al #referendum per la #riforma della #Costituzione	https://external.xx.fbcdn.net/safe_image.php?d=AQDWf_CS46gEhKBY&w=130&h=130&url=http%3A%2F%2Fwww.corriere.it%2Fmethode_image%2Fsocialshare%2F2016%2F11%2F01%2Fb11eb4f2-9fb0-11e6-9daf-5530d930d472.jpg&cfs=1&sx=150&sy=0&sw=492&sh=492	https://external.xx.fbcdn.net/safe_image.php?d=AQAm81U_Cf5LU7SI&url=http%3A%2F%2Fwww.corriere.it%2Fmethode_image%2Fsocialshare%2F2016%2F11%2F01%2Fb11eb4f2-9fb0-11e6-9daf-5530d930d472.jpg	http://www.corriere.it/politica/16_novembre_01/intervento-bonino-nessuno-si-senta-vero-erede-pannella-7edaf352-9fb0-11e6-9daf-5530d930d472.shtml	corriere.it	2016-11-01T17:28:58+0000	1478021338	2016-11-01 18:28:58	15	2	15	7	24	2	1	1	0	0	15	0	0	0	0	0	0
photo	post_page_946969685378921	946969685378921_1117201928355695	https://www.facebook.com/946969685378921/posts/1117201928355695	Giusto per ricordarlo...	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/14925441_1117201928355695_1975165600351522960_n.jpg?oh=c0cc7e18400e7ac343ddb18a681ab0d6&oe=58D059AE	https://scontent.xx.fbcdn.net/v/t1.0-9/14925441_1117201928355695_1975165600351522960_n.jpg?oh=cb26ef0272a1ab27c5b715c0ca03eee3&oe=58869E15	https://www.facebook.com/laretedeisi/photos/a.947077262034830.1073741828.946969685378921/1117201928355695/?type=3	facebook.com	2016-11-01T13:12:22+0000	1478005942	2016-11-01 14:12:22	11	3	16	8	27	2	2	0	1	0	11	1	0	4	0	0	0
link	post_page_946969685378921	946969685378921_1112721078803780	https://www.facebook.com/946969685378921/posts/1112721078803780	https://cambiaversoanzio.wordpress.com/2016/10/27/referendum-ragioni-per-un-si/	https://external.xx.fbcdn.net/safe_image.php?d=AQBqxbiSU73GWIJl&w=130&h=130&url=https%3A%2F%2Fcambiaversoanzio.files.wordpress.com%2F2016%2F10%2Fdscn1394.jpg&cfs=1	https://external.xx.fbcdn.net/safe_image.php?d=AQCuNsTkXiMmhRRN&url=https%3A%2F%2Fcambiaversoanzio.files.wordpress.com%2F2016%2F10%2Fdscn1394.jpg	https://cambiaversoanzio.wordpress.com/2016/10/27/referendum-ragioni-per-un-si/	cambiaversoanzio.wordpress.com	2016-10-27T11:54:14+0000	1477569254	2016-10-27 13:54:14	7	3	7	4	14	2	2	0	0	0	7	0	0	0	0	0	0
link	post_page_946969685378921	946969685378921_1110203669055521	https://www.facebook.com/946969685378921/posts/1110203669055521	http://www.ilclandestinogiornale.it/politica/35149/anzio-rete-del-si-successo-per-il-meeting-a-villa-sarsina/	https://external.xx.fbcdn.net/safe_image.php?d=AQAKZUv39uku7NQN&w=130&h=130&url=http%3A%2F%2Fwww.ilclandestinogiornale.it%2Fwp-content%2Fplugins%2Fall-in-one-seo-pack%2Fimages%2Fdefault-user-image.png&cfs=1	https://external.xx.fbcdn.net/safe_image.php?d=AQCNHW93uNhHZOQR&url=http%3A%2F%2Fwww.ilclandestinogiornale.it%2Fwp-content%2Fplugins%2Fall-in-one-seo-pack%2Fimages%2Fdefault-user-image.png	http://www.ilclandestinogiornale.it/politica/35149/anzio-rete-del-si-successo-per-il-meeting-a-villa-sarsina/	ilclandestinogiornale.it	2016-10-24T14:04:21+0000	1477317861	2016-10-24 16:04:21	0	1	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0
link	post_page_946969685378921	946969685378921_1109374642471757	https://www.facebook.com/946969685378921/posts/1109374642471757	http://www.inliberuscita.it/politica/77451/successo-a-villa-sarsina-per-la-rete-del-si-abbiamo-una-grande-occasione/	https://external.xx.fbcdn.net/safe_image.php?d=AQCffwM0c5Wky9b4&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQJGqgs-zEZCwf6knYi1hqv_f6kGTHOJhaXRVYp_Rje1Arg-VPfqkC5xrA3YYwgtLvhSxrB33c34XI__3O5oK_-MZ0qPaqYaQk737ILHx-iZ4hAZ4BcIJkFU1ZTg50yLysYNUxjzCSHMQE8iGOiNI71X&cfs=1	https://external.xx.fbcdn.net/safe_image.php?d=AQBpXKC6881r5yvv&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQJGqgs-zEZCwf6knYi1hqv_f6kGTHOJhaXRVYp_Rje1Arg-VPfqkC5xrA3YYwgtLvhSxrB33c34XI__3O5oK_-MZ0qPaqYaQk737ILHx-iZ4hAZ4BcIJkFU1ZTg50yLysYNUxjzCSHMQE8iGOiNI71X	http://www.inliberuscita.it/politica/77451/successo-a-villa-sarsina-per-la-rete-del-si-abbiamo-una-grande-occasione/	inliberuscita.it	2016-10-23T13:07:41+0000	1477228061	2016-10-23 15:07:41	5	0	5	1	6	0	0	0	0	0	5	0	0	0	0	0	0
video	post_page_946969685378921	946969685378921_1107691195973435	https://www.facebook.com/946969685378921/posts/1107691195973435	Anzio e Nettuno verso il Referendum Costituzionale	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/14645893_1107779062631315_7487919483621736448_n.jpg?oh=80380ef8bc07c953b73df0506e393af7&oe=58D11773	https://scontent.xx.fbcdn.net/v/t15.0-10/14645893_1107779062631315_7487919483621736448_n.jpg?oh=9c82cb9598033a30780767412a2aa742&oe=58BF95D8	https://www.facebook.com/laretedeisi/videos/1107691195973435/	facebook.com	2016-10-21T16:09:37+0000	1477066177	2016-10-21 18:09:37	6	1	6	11	18	1	1	0	0	0	6	0	0	0	0	0	0
event	post_page_946969685378921	946969685378921_1106764239399464	https://www.facebook.com/946969685378921/posts/1106764239399464	https://www.facebook.com/events/646716798826320/	https://scontent.xx.fbcdn.net/v/t1.0-0/c29.0.130.130/p130x130/14708107_1903391573215393_1339655831153887434_n.jpg?oh=ff06a0ca9c3eef16aa16ae5ee178048b&oe=588A6100	https://scontent.xx.fbcdn.net/v/t1.0-9/c150.0.678.678/14708107_1903391573215393_1339655831153887434_n.jpg?oh=d146a2784ef134c2fcb5c2a90407155b&oe=58887DDC	https://www.facebook.com/events/646716798826320/	facebook.com	2016-10-20T17:07:31+0000	1476983251	2016-10-20 19:07:31	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
link	post_page_946969685378921	946969685378921_1106757799400108	https://www.facebook.com/946969685378921/posts/1106757799400108	Il Tar del Lazio ha respinto il ricorso contro il quesito referendario per carenza di giurisdizione. In allegato le motivazioni della sentenza: http://download.repubblica.it/pdf/2016/politica/tar_10445_16_new2.pdf			http://download.repubblica.it/pdf/2016/politica/tar_10445_16_new2.pdf	download.repubblica.it	2016-10-20T16:53:32+0000	1476982412	2016-10-20 18:53:32	2	0	2	4	6	0	0	0	0	0	2	0	0	0	0	0	0
video	post_page_946969685378921	946969685378921_1106739099401978	https://www.facebook.com/946969685378921/posts/1106739099401978	Domani  La Rete dei Si  sbarca ..ad Anzio!	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/14768051_1106740669401821_4973556035525541888_n.jpg?oh=a1b691e6f1f2228871ffddcba48e4e67&oe=58C89C21	https://scontent.xx.fbcdn.net/v/t15.0-10/14768051_1106740669401821_4973556035525541888_n.jpg?oh=e717c307bf5306730a2d4f9c7ae13af9&oe=58B7048A	https://www.facebook.com/laretedeisi/videos/1106739099401978/	facebook.com	2016-10-20T16:14:52+0000	1476980092	2016-10-20 18:14:52	3	0	3	1	4	0	0	0	0	0	3	0	0	0	0	0	0
photo	post_page_946969685378921	946969685378921_1106706386071916	https://www.facebook.com/946969685378921/posts/1106706386071916	La Rete dei Sì per il Referendum costituzionale added a new photo.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14702431_1106706386071916_1848811160666787445_n.jpg?oh=522a7cee7af9d2461db6d6cb84ceeb09&oe=58D21B44	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14702431_1106706386071916_1848811160666787445_n.jpg?oh=52d6506cdd7024bb8fb30325253b0224&oe=58BC3251	https://www.facebook.com/laretedeisi/photos/a.947077262034830.1073741828.946969685378921/1106706386071916/?type=3	facebook.com	2016-10-20T15:20:30+0000	1476976830	2016-10-20 17:20:30	6	1	6	1	8	1	1	0	0	0	6	0	0	0	0	0	0
photo	post_page_946969685378921	946969685378921_1097214113687810	https://www.facebook.com/946969685378921/posts/1097214113687810	Il Comitato di Foggia de La Rete dei Sì organizza lunedì 17 ottobre una conferenza stampa in collaborazione con il Comitato Basta un Sì a Foggia.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14568135_1097214113687810_326636816527146584_n.jpg?oh=e35d11f900a92930290e68452e991186&oe=58C9EB29	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14568135_1097214113687810_326636816527146584_n.jpg?oh=b06b3f3986975dcb29523b205f4aa109&oe=588B11D6	https://www.facebook.com/laretedeisi/photos/a.947077262034830.1073741828.946969685378921/1097214113687810/?type=3	facebook.com	2016-10-09T20:20:01+0000	1476044401	2016-10-09 22:20:01	12	2	12	7	21	1	1	0	0	0	12	0	0	0	0	0	0
status	post_page_946969685378921	946969685378921_1094673243941897	https://www.facebook.com/946969685378921/posts/1094673243941897	A due mesi sal #referendumcostituzionale i sostenitori del No continuano a preferire i colpi ad effetto mediatici al confronto sui contenuti della riforma. Il ricorso contro il quesito sulla scheda elettorale è palesemente infondato. Il quesito  analogamente a quanto fatto e avallato dalla Corte di Cassazione nei due referendum costituzionali del 2001 e del 2006  riporta il titolo della legge costituzionale così come previsto dalla legge n. 352 del 1970 all art. 16.					2016-10-06T15:38:34+0000	1475768314	2016-10-06 17:38:34	8	2	8	4	14	1	1	0	0	0	8	0	0	0	0	0	0
link	post_page_946969685378921	946969685378921_1091106590965229	https://www.facebook.com/946969685378921/posts/1091106590965229	https://www.facebook.com/alessandro.beulcke/posts/10209029824036068	https://external.xx.fbcdn.net/safe_image.php?d=AQAvhd0K_Q71wHKy&w=130&h=130&url=https%3A%2F%2Fwww.senato.it%2Fapplication%2Fxmanager%2Fprojects%2Fleg17%2Fimg%2Fhome%2Flogo_interne.gif&cfs=1	https://external.xx.fbcdn.net/safe_image.php?d=AQBM_Upu1JPSrX4l&url=https%3A%2F%2Fwww.senato.it%2Fapplication%2Fxmanager%2Fprojects%2Fleg17%2Fimg%2Fhome%2Flogo_interne.gif	https://www.senato.it/leg/17/BGT/Schede/Ddliter/45358.htm	senato.it	2016-10-02T08:50:32+0000	1475398232	2016-10-02 10:50:32	4	0	4	3	7	0	0	0	0	0	4	0	0	0	0	0	0
link	post_page_946969685378921	946969685378921_1085917048150850	https://www.facebook.com/946969685378921/posts/1085917048150850	Al voto il 4 dicembre. Ci sono ancora oltre due mesi per animare nel Paese il dibattito sulle ragioni del Sì. Noi ci siamo. #noivotiamosi #referendumcostituzionale   http://www.governo.it/sites/governo.it/files/CDM_132.pdf			http://www.governo.it/sites/governo.it/files/CDM_132.pdf	governo.it	2016-09-26T20:36:55+0000	1474922215	2016-09-26 22:36:55	16	2	16	2	20	2	2	0	2	0	16	0	0	0	0	0	0
link	post_page_946969685378921	946969685378921_1072451079497447	https://www.facebook.com/946969685378921/posts/1072451079497447	Napolitano ci ricorda che il 29 maggio 2013 fu il Parlamento  con una mozione votata a larga maggioranza  a impegnare il Governo a presentare un disegno di legge costituzionale di riforma della seconda parte della #Costituzione. Per ricordare che il Parlamento è stato centrale in questo processo di riforma in ogni passaggio.  http://www.repubblica.it/politica/2016/09/10/news/napolitano_intervista_referendum_italicum-147480868/?ref=HREA-1	https://external.xx.fbcdn.net/safe_image.php?d=AQBEutD9Ev7XVLYL&w=130&h=130&url=https%3A%2F%2Fwww.repstatic.it%2Fcontent%2Fnazionale%2Fimg%2F2016%2F09%2F10%2F034109305-bf15912a-271b-4431-9071-47eadec7fd5c.jpg&cfs=1&sx=93&sy=0&sw=315&sh=315	https://external.xx.fbcdn.net/safe_image.php?d=AQB2WsMLhG8ISP4Z&url=https%3A%2F%2Fwww.repstatic.it%2Fcontent%2Fnazionale%2Fimg%2F2016%2F09%2F10%2F034109305-bf15912a-271b-4431-9071-47eadec7fd5c.jpg	http://www.repubblica.it/politica/2016/09/10/news/napolitano_intervista_referendum_italicum-147480868/?ref=HREA-1	repubblica.it	2016-09-10T11:45:24+0000	1473507924	2016-09-10 13:45:24	11	1	11	5	17	1	1	0	0	0	11	0	0	0	0	0	0
link	post_page_946969685378921	946969685378921_1072400926169129	https://www.facebook.com/946969685378921/posts/1072400926169129	Diminuiscono gli indecisi e cresce chi crede che per cambiare l Italia occorra votare Sì al #ReferendumCostituzionale  http://www.demos.it/a01296.php?ref=HRER3-1	https://external.xx.fbcdn.net/safe_image.php?d=AQD7vs745MMFin-x&w=130&h=130&url=http%3A%2F%2Fwww.demos.it%2F2016%2Fimg%2F4016ap58_20160910_2b.png&cfs=1	https://external.xx.fbcdn.net/safe_image.php?d=AQB_O5XGkcdD2bj1&url=http%3A%2F%2Fwww.demos.it%2F2016%2Fimg%2F4016ap58_20160910_2b.png	http://www.demos.it/a01296.php?ref=HRER3-1	demos.it	2016-09-10T10:06:40+0000	1473502000	2016-09-10 12:06:40	10	1	10	10	21	1	1	0	0	0	10	0	0	0	0	0	0
link	post_page_946969685378921	946969685378921_1067251760017379	https://www.facebook.com/946969685378921/posts/1067251760017379	Anche Alessandro Baricco dice sì alla #riformacostituzionale  http://www.huffingtonpost.it/2016/09/04/baricco-intervista_n_11856032.html	https://external.xx.fbcdn.net/safe_image.php?d=AQAMVZvdB2KbESvh&w=130&h=130&url=http%3A%2F%2Fi.huffpost.com%2Fgen%2F4659674%2Fimages%2Fo-BARICCO-facebook.jpg&cfs=1&sx=794&sy=0&sw=1000&sh=1000	https://external.xx.fbcdn.net/safe_image.php?d=AQBSF1FVmQscFYSz&url=http%3A%2F%2Fi.huffpost.com%2Fgen%2F4659674%2Fimages%2Fo-BARICCO-facebook.jpg	http://www.huffingtonpost.it/2016/09/04/baricco-intervista_n_11856032.html	huffingtonpost.it	2016-09-04T21:43:26+0000	1473025406	2016-09-04 23:43:26	9	5	9	5	19	5	4	1	0	0	9	0	0	0	0	0	0
photo	post_page_946969685378921	946969685378921_1065159006893321	https://www.facebook.com/946969685378921/posts/1065159006893321	Riprendono le attività di divulgazione e confronto dei Comitati che aderiscono alla Rete dei Sì. Ecco un primo caledario di settembre:  9 settembre 2016 - Roma 9 settembre 2016 - Due Carrare (PD) 10 settembre 2016 - Padova 17 settembre 2016 - Ronciglione (VT)  Seguite - Partecipate - Condividete  #Riformacostituzionale #ReferendumCostituzionale	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14237762_1065158343560054_7896926559700910291_n.jpg?oh=a5574f57b7ba477b85defd1238c91ae3&oe=588E3044	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14237762_1065158343560054_7896926559700910291_n.jpg?oh=acf4834e0df701b39207abcf3aa4f5ed&oe=5889AA51	https://www.facebook.com/laretedeisi/photos/a.947077262034830.1073741828.946969685378921/1065158343560054/?type=3	facebook.com	2016-09-02T16:26:58+0000	1472833618	2016-09-02 18:26:58	11	6	11	2	19	6	5	1	0	0	11	0	0	0	0	0	0
link	post_page_946969685378921	946969685378921_1052663291476226	https://www.facebook.com/946969685378921/posts/1052663291476226	http://formiche.net/2016/08/16/referendum-costituzione-pera/	https://external.xx.fbcdn.net/safe_image.php?d=AQC3y1K94wRqodZa&w=130&h=130&url=http%3A%2F%2Fformiche.net%2Fwp-content%2Fblogs.dir%2F10051%2Ffiles%2F2015%2F10%2FMARCELLO-PERA-_2_resize.jpg&cfs=1&sx=28&sy=0&sw=566&sh=566	https://external.xx.fbcdn.net/safe_image.php?d=AQBl8ciOn88MuwYp&url=http%3A%2F%2Fformiche.net%2Fwp-content%2Fblogs.dir%2F10051%2Ffiles%2F2015%2F10%2FMARCELLO-PERA-_2_resize.jpg	http://formiche.net/2016/08/16/referendum-costituzione-pera/	formiche.net	2016-08-20T13:26:19+0000	1471699579	2016-08-20 15:26:19	19	4	19	4	27	4	4	0	0	0	19	0	0	0	0	0	0
link	post_page_946969685378921	946969685378921_1052055044870384	https://www.facebook.com/946969685378921/posts/1052055044870384	La Rete dei Sì per il Referendum costituzionale shared a link.	https://external.xx.fbcdn.net/safe_image.php?d=AQDtLwIGaRk0t96I&w=130&h=130&url=http%3A%2F%2Fi.huffpost.com%2Fgen%2F4614124%2Fimages%2Fo-VIOLANTE-facebook.jpg&cfs=1	https://external.xx.fbcdn.net/safe_image.php?d=AQBcsMsybTQlGGep&url=http%3A%2F%2Fi.huffpost.com%2Fgen%2F4614124%2Fimages%2Fo-VIOLANTE-facebook.jpg	http://www.huffingtonpost.it/luciano-violante-/le-ragioni-del-si_b_11591296.html?utm_hp_ref=italy	huffingtonpost.it	2016-08-19T18:46:01+0000	1471632361	2016-08-19 20:46:01	5	3	5	3	11	3	3	0	0	0	5	0	0	0	0	0	0
link	post_page_946969685378921	946969685378921_1048941301848425	https://www.facebook.com/946969685378921/posts/1048941301848425	Per il Wall Street Journal il #referendumcostituzionale italiano è per l Europa più importante di quello sulla #Brexit	https://external.xx.fbcdn.net/safe_image.php?d=AQCBmFKYA05zaBkk&w=130&h=130&url=https%3A%2F%2Fsi.wsj.net%2Fpublic%2Fresources%2Fimages%2FBN-PJ410_italyh_G_20160812074554.jpg&cfs=1	https://external.xx.fbcdn.net/safe_image.php?d=AQCCKeCEBXTivZ3d&url=https%3A%2F%2Fsi.wsj.net%2Fpublic%2Fresources%2Fimages%2FBN-PJ410_italyh_G_20160812074554.jpg	http://www.wsj.com/articles/italy-at-the-heart-of-europes-growing-pains-1471002858	wsj.com	2016-08-16T00:12:12+0000	1471306332	2016-08-16 02:12:12	21	5	21	15	41	5	5	0	1	0	21	0	0	0	0	0	0
