type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
status	post_user_819483748183237	819483748183237_939549996176611	https://www.facebook.com/819483748183237/posts/939549996176611	SUL MEZZOGIORNO LA MALEDIZIONE DI MONTEZUMA Mancano solo due settimane al fatidico 4 dicembre. “Passeranno presto” è la voce degli ottimisti. Non è vero. Dovremo centellinare ogni minuto di questa affollata coda referendaria prima di sapere se saremo dentro la Costituzione rinnovata  e se  in base al principio poco eroico del “tutti contro uno”  resteremo per altri trent’anni avvinghiati alla vecchia Carta. Abbiamo però imparato  nel frattempo  alcune nuove cose: A) che i sondaggi sono fallaci  perché alle domande gli interrogati rispondono senza sincerità. B) che la politica fatica molto a scrollarsi di dosso le vergogne della corruzione e soprattutto l’attaccamento dei frequentatori dei partiti alla vile pecunia. Visto che nella vita non sembra che abbiano saputo fare altro. E in assenza di un incarico più o meno parlamentare  vincendo il SI resterebbero in assoluta povertà  dopo aver scialato per decenni a spese nostre. C) Che sarebbe probabile al Nord un successo del Si  e nel nostro Mezzogiorno il contrario. Questo risultato  se fosse confermato  sarebbe l’aspetto più allarmante. Noi meridionali siamo abituati da secoli a prendere pesci in faccia da tutti. E’ la maledizione di Montezuma  che ci accompagna da quando  nell’anno 1502  una cometa in pieno giorno scivolò nel cielo partendo da Roma  e spennellando con la maledizione  che si portava addosso  una intera carta geografica. Alla fine del viaggio scomparve su Lampedusa  quasi per dare il segnale che quello era il confine dell’area maledetta. E cosi è stato. Dagli aztechi del 1500 a oggi quel velo disgraziato non si è mai dissolto  nemmeno durante le eruzioni dei nostri tre validi vulcani  più o meno attivi  che per uno scherzo del destino sono tutti concentrati solo al Sud. Così come qui giù è sempre concentrata una criminalità meridionale che fattura più dollari della miliardaria Apple. Sono comunque certo che  se oggi  si presentasse a Napoli in persona l’imperatore Montezuma troverebbe il governatore della Campania pronto a schiaffeggiarlo. E questo mi tranquillizza.					2016-11-18T04:05:32+0000	1479441932	2016-11-18 05:05:32	1	0	2	0	2	0	0	0	0	0	1	0	0	0	0	1	0
status	post_user_819483748183237	819483748183237_939491719515772	https://www.facebook.com/819483748183237/posts/939491719515772						2016-11-18T01:55:57+0000	1479434157	2016-11-18 02:55:57	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
photo	post_user_819483748183237	819483748183237_939212982876979	https://www.facebook.com/819483748183237/posts/939212982876979	#bastaunsì #iovotosì	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/15094268_1316409441711591_4204671178498173141_n.jpg?oh=a03f1b79fbf599f445fc44cc47d83c89&oe=58D3CC73	https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/15094268_1316409441711591_4204671178498173141_n.jpg?oh=203f73c4f04682e24359bc738a58681d&oe=58D21C66	https://www.facebook.com/tuttosulreferendum/photos/a.1303760409643161.1073741828.1302899613062574/1316409441711591/?type=3	facebook.com	2016-11-17T15:10:59+0000	1479395459	2016-11-17 16:10:59	20	8	22	5	35	8	5	3	5	0	20	0	0	1	0	1	0
status	post_user_819483748183237	819483748183237_939440236187587	https://www.facebook.com/819483748183237/posts/939440236187587	Renzi: “Niente governi tecnici o di scopo se vince il No”  Il premier Matteo Renzi ha detto: “O si cambia o se vogliono galleggiare ne trovano altri  si resta con i soliti  ma se qualcuno vuole fare strani pasticci il giorno dopo li fa senza di me: se                              i cittadini dicono di No e vogliono un sistema che è quello  decrepito che non funziona  io non posso essere quello che                         si mette d accordo con gli altri partiti per fare un governo di                     scopo o un governicchio  il governo tecnico l abbiamo avuto                      più volte e sono salite le tasse”.    “Io non sono disposto a stare ai giochini della vecchia politica -                         ha continuato il premier parlando del referendum - io non ce                       la faccio a restare abbarbicato a una poltrona con il gusto di mantenere la poltrona: io sto qui se posso cambiare le cose”.    “Ormai mi sembra evidente che si fa comunque la legge elettorale nuova  in ogni caso- ha continuato il premier - non ci vedo niente di male nell Italicum perché il ballottaggio mi sembra la cosa più giusta: in Parlamento uno vuole una cosa  uno l altra  uno le preferenze  uno i collegi che sono una cosa meravigliosa  ma sia che vinca il Sì  sia che vinca il No la legge va cambiata  ormai è chiaro e questo elimina anche il problema del combinato disposto con il referendum”.    Parlando delle osservazioni Ue sulla legge di bilancio  il premier                  ha spiegato che “il rinvio a marzo è ormai una consuetudine                         è avvenuto anche nel 2016 e nel 2015 e spiace che la politica faccia polemica ma la procedura è sempre la stessa”.   Renzi ha spiegato che “noi siamo stati dentro i margini ma    abbiamo anche liberato risorse per la sanità  per le aree terremotate e per le scuole perché la stabilità europea ci                   interessa meno della stabilità dei nostri figli  su questo non                           c è discussione” ed ha aggiunto: “il bilancio italiano è buono  permette di conciliare l attenzione al debito con la crescita”.					2016-11-17T23:43:02+0000	1479426182	2016-11-18 00:43:02	2	0	2	1	3	0	0	0	0	0	2	0	0	0	0	0	0
link	post_user_819483748183237	819483748183237_939437076187903	https://www.facebook.com/819483748183237/posts/939437076187903	Noi ce ne andiamo! Avete scelto i trogloditi. Noi ce ne andiamo cantando. Good luck!	https://external.xx.fbcdn.net/safe_image.php?d=AQDjYQGKgppRnGgi&w=130&h=130&url=http%3A%2F%2Fsocietyofrock.com%2Fwp-content%2Fuploads%2F2016%2F11%2Fpaull-play.jpg&cfs=1&sx=288&sy=0&sw=704&sh=704	https://external.xx.fbcdn.net/safe_image.php?d=AQDqLivGCHnmYKuc&url=http%3A%2F%2Fsocietyofrock.com%2Fwp-content%2Fuploads%2F2016%2F11%2Fpaull-play.jpg	http://societyofrock.com/paul-mccartney-is-asked-to-perform-hey-jude-at-the-white-house-but-no-one-expected-this-ending/	societyofrock.com	2016-11-17T23:34:46+0000	1479425686	2016-11-18 00:34:46	1	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0
link	post_user_819483748183237	819483748183237_939122179552726	https://www.facebook.com/819483748183237/posts/939122179552726	Ecco la democrazia dei rivoluzionari del NO che lottano per difendere la Costituzione non si sa bene da cosa  	https://external.xx.fbcdn.net/safe_image.php?d=AQDRFB_cF_yDsx20&w=130&h=130&url=http%3A%2F%2Fi.huffpost.com%2Fgen%2F4865092%2Fimages%2Fo-SANTORO-facebook.jpg&cfs=1&sx=0&sy=0&sw=1000&sh=1000	https://external.xx.fbcdn.net/safe_image.php?d=AQBgj6gIMYfQ1gsT&url=http%3A%2F%2Fi.huffpost.com%2Fgen%2F4865092%2Fimages%2Fo-SANTORO-facebook.jpg	http://m.huffpost.com/it/entry/13039258	m.huffpost.com	2016-11-17T12:03:46+0000	1479384226	2016-11-17 13:03:46	12	5	12	7	24	5	5	0	6	0	12	0	0	0	0	0	0
link	post_user_819483748183237	819483748183237_939403476191263	https://www.facebook.com/819483748183237/posts/939403476191263	Ancora tensione sullo spread   	https://external.xx.fbcdn.net/safe_image.php?d=AQAewbrWpCaeYwpO&w=130&h=130&url=http%3A%2F%2Fwww.repubblica.it%2Fsharedfiles%2Fimages%2Fge_network_icon_expanded.gif&cfs=1	https://external.xx.fbcdn.net/safe_image.php?d=AQBm_iXFhlqD8C-g&url=http%3A%2F%2Fwww.repubblica.it%2Fsharedfiles%2Fimages%2Fge_network_icon_expanded.gif	http://www.repubblica.it/ultimora/24ore/titoli-stato-spread-btpbund-sale-a-1836-punti/news-dettaglio/4671236	repubblica.it	2016-11-17T22:09:03+0000	1479420543	2016-11-17 23:09:03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
event	post_user_819483748183237	819483748183237_939310646200546	https://www.facebook.com/819483748183237/posts/939310646200546	Il mio contributo in materia di sicurezza nazionale	https://scontent.xx.fbcdn.net/v/t1.0-0/c0.1.130.130/p130x130/15094515_10154768546524182_1254773322763410882_n.jpg?oh=3b47bb9e56121270e5f179ef6df63f95&oe=58D29093	https://scontent.xx.fbcdn.net/v/t1.0-9/c0.7.720.720/15094515_10154768546524182_1254773322763410882_n.jpg?oh=a613c0e53b41f27959dedf76707df656&oe=58D048D7	https://www.facebook.com/events/823794704427559/	facebook.com	2016-11-17T19:04:49+0000	1479409489	2016-11-17 20:04:49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
link	post_user_819483748183237	819483748183237_939310129533931	https://www.facebook.com/819483748183237/posts/939310129533931	Importante e interessante sondaggio del centro Italiano di Studi Elettorali pubblicato stamani da Il Sole 24 ore. Forza Matteo  alla faccia dei gufi !	https://external.xx.fbcdn.net/safe_image.php?d=AQATewpDiXjLJkfl&w=130&h=130&url=http%3A%2F%2Fliberisi.it%2Fwp-content%2Fuploads%2F2016%2F11%2Fcise-SOle-1.jpg&cfs=1	https://external.xx.fbcdn.net/safe_image.php?d=AQBLvVh-pypI-3xp&url=http%3A%2F%2Fliberisi.it%2Fwp-content%2Fuploads%2F2016%2F11%2Fcise-SOle-1.jpg	http://liberisi.it/la-maggioranza-degli-italiani-a-favore-delle-modifiche-alla-costituzione/	liberisi.it	2016-11-17T19:03:04+0000	1479409384	2016-11-17 20:03:04	9	0	10	3	13	0	0	0	0	0	9	0	1	0	0	0	0
video	post_user_819483748183237	819483748183237_939122939552650	https://www.facebook.com/819483748183237/posts/939122939552650	Io non sono come loro: non ce la faccio a stare abbarbicato ad una poltrona per il gusto di mantenerla. - Matteo Renzi stamani a RTL 102.5 https://www.facebook.com/matteorenzinews/videos/1132439376852055/	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/15131853_1132442443518415_1472814006002515968_n.jpg?oh=a62684da21aae5103956109e1613cbaa&oe=58C8BF9C	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/15131853_1132442443518415_1472814006002515968_n.jpg?oh=9435bdd0fb5d8afe55aa965163c32b1e&oe=58C461BE	https://www.facebook.com/matteorenzinews/videos/1132439376852055/	facebook.com	2016-11-17T12:06:44+0000	1479384404	2016-11-17 13:06:44	7	4	7	4	15	4	2	2	1	0	7	0	0	0	0	0	0
link	post_user_819483748183237	819483748183237_938720929592851	https://www.facebook.com/819483748183237/posts/938720929592851	dirlo a 20 giorni dal referendum...va comunque bene!!	https://external.xx.fbcdn.net/safe_image.php?d=AQB8rGMGHM2ck0hV&w=130&h=130&url=http%3A%2F%2Fvelvetnews.it%2Fwp-content%2Fuploads%2F2016%2F10%2FMatteo-Renzi-6-4.jpg&cfs=1&sx=150&sy=0&sw=600&sh=600	https://external.xx.fbcdn.net/safe_image.php?d=AQBcfEecKjAoYA9U&url=http%3A%2F%2Fvelvetnews.it%2Fwp-content%2Fuploads%2F2016%2F10%2FMatteo-Renzi-6-4.jpg	http://velvetnews.it/2016/11/16/matteo-renzi-tasse-sulle-aziende-se-assumono-al-sud-sgravi-totali/	velvetnews.it	2016-11-16T15:59:06+0000	1479311946	2016-11-16 16:59:06	10	3	10	1	14	3	3	0	0	0	10	0	0	0	0	0	0
status	post_user_819483748183237	819483748183237_939278012870476	https://www.facebook.com/819483748183237/posts/939278012870476	Tanti illustri sostenitori del No  in tempi non sospetti proponevano esattamente quanto contenuto nella riforma					2016-11-17T17:47:22+0000	1479404842	2016-11-17 18:47:22	3	0	3	1	4	0	0	0	0	0	3	0	0	0	0	0	0
link	post_user_819483748183237	819483748183237_939272239537720	https://www.facebook.com/819483748183237/posts/939272239537720	Cuozzo Salvatore shared Tore Occhiata s post to the group: REFERENDUM COSTITUZIONALE: - IO VOTO  SI -.					2016-11-17T17:32:15+0000	1479403935	2016-11-17 18:32:15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
video	post_user_819483748183237	819483748183237_939271392871138	https://www.facebook.com/819483748183237/posts/939271392871138	Lilia Tosta shared Matteo Renzi s video to the group: REFERENDUM COSTITUZIONALE: - IO VOTO  SI -.	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/15066311_10154318200689915_2503174207886589952_n.jpg?oh=8f5ada87ac017148a422951f65669b07&oe=58CC04D0	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/15066311_10154318200689915_2503174207886589952_n.jpg?oh=928b6b2f5ad611ba1bb0ec573f41bce8&oe=58B96F22	https://www.facebook.com/matteorenziufficiale/videos/10154318190884915/	facebook.com	2016-11-17T17:29:28+0000	1479403768	2016-11-17 18:29:28	4	0	4	1	5	0	0	0	0	0	4	0	0	0	0	0	0
link	post_user_819483748183237	819483748183237_938921706239440	https://www.facebook.com/819483748183237/posts/938921706239440	Sono sempre i soliti disfattisti.... :( 	https://external.xx.fbcdn.net/safe_image.php?d=AQBaaUki6NyMzRzq&w=130&h=130&url=http%3A%2F%2Fstatic.blastingnews.com%2Fmedia%2Fphotogallery%2F2016%2F11%2F17%2Fmain%2Fdanilo-toninelli-spiega-il-no-al-referendum-foto-ilsole24ore-com_983581.jpg&cfs=1&sx=180&sy=0&sw=272&sh=272	https://external.xx.fbcdn.net/safe_image.php?d=AQB5VhXqM72n8Y_i&url=http%3A%2F%2Fstatic.blastingnews.com%2Fmedia%2Fphotogallery%2F2016%2F11%2F17%2Fmain%2Fdanilo-toninelli-spiega-il-no-al-referendum-foto-ilsole24ore-com_983581.jpg	http://it.blastingnews.com/politica/2016/11/toninelli-renzi-fa-leva-su-paura-se-perde-vada-via-ecco-la-legge-elettorale-del-m5s-001264133.html	it.blastingnews.com	2016-11-17T01:20:29+0000	1479345629	2016-11-17 02:20:29	3	6	6	0	12	6	5	1	10	0	3	0	0	0	0	3	0
photo	post_user_819483748183237	819483748183237_939266059538338	https://www.facebook.com/819483748183237/posts/939266059538338	Cuozzo Salvatore shared Basta un Sì Lattarico s photo to the group: REFERENDUM COSTITUZIONALE: - IO VOTO  SI -.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15055882_1672343803026231_2933968090926402357_n.jpg?oh=a7a502c3cdf143061bbb4365affeceeb&oe=588C0481	https://scontent.xx.fbcdn.net/v/t1.0-9/15055882_1672343803026231_2933968090926402357_n.jpg?oh=a50ef9ea4779171d450aabb660c1b8f0&oe=58BCF1EA	https://www.facebook.com/BASTAUNSILATTARICO/photos/a.1658219811105297.1073741827.1658216917772253/1672343803026231/?type=3	facebook.com	2016-11-17T17:15:59+0000	1479402959	2016-11-17 18:15:59	4	0	4	1	5	0	0	0	0	0	4	0	0	0	0	0	0
video	post_user_819483748183237	819483748183237_939265479538396	https://www.facebook.com/819483748183237/posts/939265479538396	Un appello ai cittadini: non fatevi fregare  leggete il quesito. https://www.facebook.com/matteorenziufficiale/videos/10154318190884915/	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/15066311_10154318200689915_2503174207886589952_n.jpg?oh=8f5ada87ac017148a422951f65669b07&oe=58CC04D0	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/15066311_10154318200689915_2503174207886589952_n.jpg?oh=928b6b2f5ad611ba1bb0ec573f41bce8&oe=58B96F22	https://www.facebook.com/matteorenziufficiale/videos/10154318190884915/	facebook.com	2016-11-17T17:14:47+0000	1479402887	2016-11-17 18:14:47	1	0	1	2	3	0	0	0	0	0	1	0	0	0	0	0	0
link	post_user_819483748183237	819483748183237_939263422871935	https://www.facebook.com/819483748183237/posts/939263422871935	Cuozzo Salvatore shared Emanuele Cosentino s post to the group: REFERENDUM COSTITUZIONALE: - IO VOTO  SI -.	https://scontent.xx.fbcdn.net/v/t1.0-1/p100x100/14199254_10206872687163346_5238672741378840106_n.jpg?oh=340a5f0a665253e662ccb985ab03c78b&oe=588D2103		https://www.facebook.com/groups/785640088245914/permalink/845145355628720/	facebook.com	2016-11-17T17:09:09+0000	1479402549	2016-11-17 18:09:09	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
video	post_user_819483748183237	819483748183237_939222109542733	https://www.facebook.com/819483748183237/posts/939222109542733	Vogliono che io faccia il confronto con uno più giovane di Beppe Grillo? Bene  lo faccio con Davide Casaleggio. #BeppeScappa #iovotosi Condividiamo! Ma non il mio post: il video originale dalla pagina. https://www.facebook.com/matteorenzinews/videos/1132483516847641/	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/15066440_1132485796847413_6140637939933118464_n.jpg?oh=0a12e3fca26a6a4f93f78b63418170e1&oe=58CB91FC	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/15066440_1132485796847413_6140637939933118464_n.jpg?oh=08804e5dbb3635298b8e4fb1ae3743e6&oe=58D5A8DE	https://www.facebook.com/matteorenzinews/videos/1132483516847641/	facebook.com	2016-11-17T15:37:49+0000	1479397069	2016-11-17 16:37:49	5	0	5	3	8	0	0	0	0	0	5	0	0	0	0	0	0
photo	post_user_819483748183237	819483748183237_939218719543072	https://www.facebook.com/819483748183237/posts/939218719543072	Giuditta Genovese shared RomaSì Comitato Referendario 2016 s post to the group: REFERENDUM COSTITUZIONALE: - IO VOTO  SI -.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15027691_1233265993402332_8749603702373208771_n.jpg?oh=972a885d83e09a38aaa90d9cb0bf101e&oe=588BF8F8	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/15027691_1233265993402332_8749603702373208771_n.jpg?oh=1c3e59554e4838bb9cdadb79ceeeb547&oe=58C85584	https://www.facebook.com/ComitatoReferendarioRomaSi/photos/a.1035214516540815.1073741830.1015532725175661/1233265993402332/?type=3	facebook.com	2016-11-17T15:26:51+0000	1479396411	2016-11-17 16:26:51	3	0	3	1	4	0	0	0	0	0	3	0	0	0	0	0	0
link	post_user_819483748183237	819483748183237_938774332920844	https://www.facebook.com/819483748183237/posts/938774332920844	Esiste una struttura pentastellata che lavora nel web con il compito di diffamare con notizie false il Pd e le istituzioni della Repubblica?	https://external.xx.fbcdn.net/safe_image.php?d=AQASmLxs2fD1Bt4y&w=130&h=130&url=http%3A%2F%2Fwww.ansa.it%2Fwebimages%2Fimg_700%2F2016%2F11%2F14%2F6574f261d4fb9aad30ac6e8ec2243eb1.jpg&cfs=1	https://external.xx.fbcdn.net/safe_image.php?d=AQBnsonEFMpIPJOe&url=http%3A%2F%2Fwww.ansa.it%2Fwebimages%2Fimg_700%2F2016%2F11%2F14%2F6574f261d4fb9aad30ac6e8ec2243eb1.jpg	http://www.ansa.it/sito/notizie/politica/2016/11/16/interrogazione-pd-su-cyber-propaganda-5s_30808342-2e1e-421d-bcc8-2d93afe1d22d.html	ansa.it	2016-11-16T18:20:36+0000	1479320436	2016-11-16 19:20:36	4	1	6	4	11	1	1	0	0	0	4	0	0	0	0	2	0
photo	post_user_819483748183237	819483748183237_939081742890103	https://www.facebook.com/819483748183237/posts/939081742890103		https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15032868_1803614479880750_3473107946817665691_n.jpg?oh=3f8ca157aa3c361942fd82f908f76fc4&oe=58D26916	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15032868_1803614479880750_3473107946817665691_n.jpg?oh=7d73bda4a8d0cfb75b3d5d44b6f15bcd&oe=58CBF603	https://www.facebook.com/photo.php?fbid=1803614479880750&set=gm.939081742890103&type=3	facebook.com	2016-11-17T09:52:32+0000	1479376352	2016-11-17 10:52:32	13	1	13	8	22	1	1	0	1	0	13	0	0	0	0	0	0
