type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
status	post_user_819483748183237	819483748183237_939912252807052	https://www.facebook.com/819483748183237/posts/939912252807052	Sì o No? Questo mio post non è rivolto a chi hauna visione politica di questo referendum ma a chi vuole approfondirne i contenuti. Spero possa essere utile soprattutto a chi nel frastuono dei media sta cercando di farsi un idea.  http://www.gianluigidangelo.it/si-o-no-oltre-glislogan-elettorali-tutto-quello-che-dobbiamo-sapere-di-questa-riforma-costituzionale/					2016-11-18T18:08:29+0000	1479492509	2016-11-18 19:08:29	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
status	post_user_819483748183237	819483748183237_939834649481479	https://www.facebook.com/819483748183237/posts/939834649481479	Fantastico... uno del m5s con cui prima abbiamo avuto una discussione per il referendum mi ha tolto l amicizia solo perché la penso in maniera diversa dalla sua					2016-11-18T15:45:58+0000	1479483958	2016-11-18 16:45:58	6	6	7	0	13	6	5	1	6	0	6	0	0	1	0	0	0
photo	post_user_819483748183237	819483748183237_939121512886126	https://www.facebook.com/819483748183237/posts/939121512886126	Dai  votate NO che torniamo al proporzionale e al PENTAPARTITO! Le bellissime ammucchiate degli anni  80!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15094837_10209816196655009_6883529752619295926_n.jpg?oh=cae8221a0ab553ee66d71061231bafb8&oe=58D1DF55	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15094837_10209816196655009_6883529752619295926_n.jpg?oh=3f95a2aef708b4430b37e0a8c4a90cde&oe=58881058	https://www.facebook.com/photo.php?fbid=10209816196655009&set=gm.939121512886126&type=3	facebook.com	2016-11-17T12:02:26+0000	1479384146	2016-11-17 13:02:26	8	2	8	6	16	2	2	0	1	0	8	0	0	0	0	0	0
status	post_user_819483748183237	819483748183237_939823219482622	https://www.facebook.com/819483748183237/posts/939823219482622	Salve a tutti!  Domandina sull articolo 117:  Su proposta del Governo  la legge dello Stato può intervenire in materie non riservate alla legislazione esclusiva quando lo richieda la tutela dell’unità giuridica o economica della Repubblica  ovvero la tutela dell’interesse nazionale.   Che si intende per  unità giuridica ? chi lo stabilisce? Il senato ha diritto di parola sulla questione?  Grazie a coloro che rispondono...					2016-11-18T15:34:42+0000	1479483282	2016-11-18 16:34:42	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
link	post_user_819483748183237	819483748183237_939791519485792	https://www.facebook.com/819483748183237/posts/939791519485792	Non capisco perchè certi personaggi si ostinino a rimanere nel Pd.... che poi leggendo bene dopo tutte le critiche non ha neppure il coraggio di ammettere come vota... :o 	https://external.xx.fbcdn.net/safe_image.php?d=AQDQ_9aeKyKItTJG&w=130&h=130&url=http%3A%2F%2Fstatic.blastingnews.com%2Fmedia%2Fphotogallery%2F2016%2F11%2F18%2Fmain%2Fvincenzo-visco-critica-il-governo-renzi-sulla-manovra-di-bilancio-e-sulla-riforma-costituzionale-foto-giornalettismo-com_986511.jpg&cfs=1&sx=90&sy=0&sw=360&sh=360	https://external.xx.fbcdn.net/safe_image.php?d=AQCoaPZ_Tj6uKFnU&url=http%3A%2F%2Fstatic.blastingnews.com%2Fmedia%2Fphotogallery%2F2016%2F11%2F18%2Fmain%2Fvincenzo-visco-critica-il-governo-renzi-sulla-manovra-di-bilancio-e-sulla-riforma-costituzionale-foto-giornalettismo-com_986511.jpg	http://it.blastingnews.com/economia/2016/11/visco-renzi-fa-elargizioni-e-non-rilancia-economia-con-la-riforma-ha-spaccato-il-paese-001267707.html	it.blastingnews.com	2016-11-18T14:38:37+0000	1479479917	2016-11-18 15:38:37	4	5	4	1	10	5	2	3	1	0	4	0	0	0	0	0	0
link	post_user_819483748183237	819483748183237_939775396154071	https://www.facebook.com/819483748183237/posts/939775396154071	Matilde Esse shared Napoli.ZON s post to the group: REFERENDUM COSTITUZIONALE: - IO VOTO  SI -.	https://external.xx.fbcdn.net/safe_image.php?d=AQCBq4NpLcqcOHFM&w=130&h=130&url=http%3A%2F%2Fnapoli.zon.it%2Fwp-content%2Fuploads%2F2015%2F10%2Fo-VINCENZO-DE-LUCA-LEGGE-SEVERINO-facebook.jpg&cfs=1&sx=1000&sy=0&sw=1000&sh=1000	https://external.xx.fbcdn.net/safe_image.php?d=AQB8Q89KgKnD0uM5&url=http%3A%2F%2Fnapoli.zon.it%2Fwp-content%2Fuploads%2F2015%2F10%2Fo-VINCENZO-DE-LUCA-LEGGE-SEVERINO-facebook.jpg	http://napoli.zon.it/de-luca-bindi-polemica/	napoli.zon.it	2016-11-18T14:04:44+0000	1479477884	2016-11-18 15:04:44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
status	post_user_819483748183237	819483748183237_939729186158692	https://www.facebook.com/819483748183237/posts/939729186158692						2016-11-18T12:26:15+0000	1479471975	2016-11-18 13:26:15	8	1	8	4	13	1	1	0	0	0	8	0	0	0	0	0	0
video	post_user_819483748183237	819483748183237_939751639489780	https://www.facebook.com/819483748183237/posts/939751639489780	Votiamo nella diretta? :p https://m.facebook.com/story.php?story_fbid=1133460933416566&id=700365933392737	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14767932_1133588376737155_1028227746326642688_n.jpg?oh=5ff686e6f50367ec5465fc1ffd9812a6&oe=58CDA2C2	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14767932_1133588376737155_1028227746326642688_n.jpg?oh=d25dee7db48bc55ea901652ebdf8bb10&oe=58C8FCE0	https://www.facebook.com/matteorenzinews/videos/1133460933416566/	facebook.com	2016-11-18T13:07:29+0000	1479474449	2016-11-18 14:07:29	13	0	14	5	19	0	0	0	0	0	13	0	0	0	0	1	0
link	post_user_819483748183237	819483748183237_939394119525532	https://www.facebook.com/819483748183237/posts/939394119525532	Ora non manca davvero più nessuno nel fronte del NO. un intervista del genere possa spostare migliaia di voti verso il Sì :)  facciamo girare? 	https://external.xx.fbcdn.net/safe_image.php?d=AQB0dUr7UXEgaXa3&w=130&h=130&url=http%3A%2F%2Fstatic.blastingnews.com%2Fmedia%2Fphotogallery%2F2016%2F11%2F17%2Fmain%2Fdomenico-scilipoti-vota-no-al-referendum-foto-lettera43-it_985319.jpg&cfs=1&sx=38&sy=0&sw=360&sh=360	https://external.xx.fbcdn.net/safe_image.php?d=AQB0I2DcssWrJyeK&url=http%3A%2F%2Fstatic.blastingnews.com%2Fmedia%2Fphotogallery%2F2016%2F11%2F17%2Fmain%2Fdomenico-scilipoti-vota-no-al-referendum-foto-lettera43-it_985319.jpg	http://it.blastingnews.com/politica/2016/11/scilipoti-voto-no-al-referendum-i-senatori-non-possono-essere-servi-di-due-padroni-001266281.html	it.blastingnews.com	2016-11-17T21:49:40+0000	1479419380	2016-11-17 22:49:40	10	12	15	24	51	12	11	1	6	0	10	0	0	5	0	0	0
status	post_user_819483748183237	819483748183237_939280489536895	https://www.facebook.com/819483748183237/posts/939280489536895	PERSONE INFORMATE DEI FATTI -  gli esponenti del M5S Siciliano tutti convocati dai giudici mentre quelli Nazionali fanno finta di non sapere - Il gioco delle tre scimmiette che abbiamo gia visto a Quarto si ripete - Ma se non sapevano null come mai hanno linciato nella rete chi ha rivelato l malefatta ? come mai hanno attaccato le Jene ? Intanto si comincia già  a dire che   bisogna aspettare le conclusioni dell magistratura  					2016-11-17T17:53:57+0000	1479405237	2016-11-17 18:53:57	6	2	8	5	15	2	2	0	0	0	6	0	0	0	0	2	0
status	post_user_819483748183237	819483748183237_939706639494280	https://www.facebook.com/819483748183237/posts/939706639494280	IPOCRISIA .De Luca ha il difetto o meglio il pregio di dire quello che pensa .In politica pochi lo fanno. Al di la della forma e delle parole  la Bindi all epoca fece una vigliaccata .per fini solo politici e fa bene De Luca a ricordaglielo ogni tanto  poi di certo non vorrà ucciderla.					2016-11-18T11:27:29+0000	1479468449	2016-11-18 12:27:29	3	1	3	1	5	1	1	0	0	0	3	0	0	0	0	0	0
photo	post_user_819483748183237	819483748183237_939718442826433	https://www.facebook.com/819483748183237/posts/939718442826433	TERREMOTO A NORCIA: L AMICO SINDACO CHIEDE A TUTTI UN AIUTO !  Ho avuto stamani un contatto telefonico con il dott. Nicola ALEMANNO Sindaco di Norcia centro umbro gravemente danneggiato dal recente terremoto.  Chiunque avesse desiderio di donare del denaro è invitarlo a farlo magari direttamente sul conto corrente del Comune in modo che possa essere subito utilizzato per le prime necessità. Grazie  fate girare !   Per effettuare donazioni al Comune di Norcia:	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15107251_334675936890255_6049688229236770567_n.jpg?oh=cc54b84a5e89582d87a1a59764927012&oe=58C21C1D	https://scontent.xx.fbcdn.net/v/t1.0-9/15107251_334675936890255_6049688229236770567_n.jpg?oh=c7302b754e2ae553908c54bbd7c0e200&oe=58BD5D80	https://www.facebook.com/photo.php?fbid=334675936890255&set=gm.939718442826433&type=3	facebook.com	2016-11-18T11:55:23+0000	1479470123	2016-11-18 12:55:23	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0
status	post_user_819483748183237	819483748183237_939708192827458	https://www.facebook.com/819483748183237/posts/939708192827458	Alcuni giorni fa  mentre ero al computer  a scrivere  avevo la tv accesa  non so nemmeno su quale canale fossi. Ma sono stato felice  di vedere Tosi  uomo le cui posizioni politiche son estremamente lontane dalle mie  essere il più convinto sostenitore  risoluto efficace e dalla logica di argomenti stringenti sostenere le ragioni del Sì!  Potrò apparire blasfemo  ma le sue argomentazioni erano anche più convincenti di quelle dello stesso rappresentante del PD.  Invece  mi sono sentito profondamente imbarazzato  che uomini che si dichiarano di sinistra  a causa delle ottuse posizioni conservatrici  che dovevano tentare di difendere  fossero costretti in un angolo a subire il martellamento della argomentazioni di Tosi  e che  come pugili suonati  trovavano la loro unica difesa nell’ostruzionismo (vano) di tentare di coprirne le parole e fargli perdere il filo dei suoi ragionamenti  anche grazie ad un arbitro  distratto o latitante.  Strana sinistra  non solo perché si schiera con la destra eversiva e non  ma perché ignorante o dimentica delle stesse basi del pensiero di sinistra: non è nemmeno preso in considerazione che uomini e donne di Sinistra possano non essere progressisti e sostenete la posizione della conservazione.  Forse  la foga della discussione  può avermi spinto a giudizi troppo trancianti e la vostra  anche se non la condivido  può essere una scelta ponderata.  Ma se così è  allora abbiate per cortesia  la decenza e l’onesta intellettuale  di non fingere di scandalizzarvi per la constatazione che descrive “destra” e “sinistra” come due categorie superate  non fingete di ergervi a paladini di qualcosa che voi per primi state affossando!  Stefano Federici					2016-11-18T11:31:42+0000	1479468702	2016-11-18 12:31:42	8	0	8	3	11	0	0	0	0	0	8	0	0	0	0	0	0
link	post_user_819483748183237	819483748183237_939690502829227	https://www.facebook.com/819483748183237/posts/939690502829227	Ri-condivido con voi il mio pensiero	https://external.xx.fbcdn.net/safe_image.php?d=AQB10_IfnXYsmnUw&w=130&h=130&url=https%3A%2F%2Fimage.jimcdn.com%2Fapp%2Fcms%2Fimage%2Ftransf%2Fdimension%3D818x10000%3Aformat%3Djpg%2Fpath%2Fs5b7f28d9604bee55%2Fimage%2Fi0f2f3fec2cfd789f%2Fversion%2F1476437096%2Fimage.jpg&cfs=1	https://external.xx.fbcdn.net/safe_image.php?d=AQAsK3vyzRK_eNVk&url=https%3A%2F%2Fimage.jimcdn.com%2Fapp%2Fcms%2Fimage%2Ftransf%2Fdimension%3D818x10000%3Aformat%3Djpg%2Fpath%2Fs5b7f28d9604bee55%2Fimage%2Fi0f2f3fec2cfd789f%2Fversion%2F1476437096%2Fimage.jpg	http://questionidiattualita.jimdo.com/	questionidiattualita.jimdo.com	2016-11-18T10:53:05+0000	1479466385	2016-11-18 11:53:05	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
status	post_user_819483748183237	819483748183237_939378166193794	https://www.facebook.com/819483748183237/posts/939378166193794	Ciao a tutti  sono un ragazzo inglese che ha visuto a Milano e mi interessa il referendum perche  abbiamo avuto un referendum in inghilterra che ha quasi distrutto il paese. Ho paura che  No  vincera  e sara  un disastro per Italia.					2016-11-17T21:13:51+0000	1479417231	2016-11-17 22:13:51	17	1	17	2	20	1	1	0	0	0	17	0	0	0	0	0	0
status	post_user_819483748183237	819483748183237_939619476169663	https://www.facebook.com/819483748183237/posts/939619476169663	I 4 veri soli e inconfessabili motivi per cui Dalema  Bersani  Vendola  Berlusconi  Salvini  Brunetta  Grillo  Di Maio  Di Battista  Monti  De Mita  Cirino Pomicino  la Formero  Dini  Mastella e quasi tutti i politici sono terrorizzati se vince il si al referendum costituzionale. 1) tetto fissato per costituzione agli stipendi dei consiglieri regionali: non potranno prendere piu’ dei sindaci dei comuni capoluogo (articolo 35 della riforma); oggi i consiglieri regionali decidono loro quanto darsi di stipendio  con la riforma non più!!! 2) i senatori scendono da 315 a 100 (articolo 2 della riforma)  senza indennità (articolo 9 della riforma) perche’ prenderanno solo lo stipendio da consiglieri regionali  3) abolizione le province (art 114 della Riforma)  con oltre 2000 poltrone  stipendi e gettoni di presenza tra consiglieri  assessori e presidenti di provincia. 4) abolizione del finanziamento pubblico ai partiti dei consigli regionali (articolo 40 comma 2 della riforma) informatevi sul merito dei contenuti della riforma  non si vota su renzi!!!! non vi fate usare dai politicanti  non fate il loro gioco!!!!  ECCO GLI ARTICOLI DELLA RIFORMA CHE TAGLIANO I COSTI DELLA POLITICA   Art. 35.  “LIMITI AGLI EMOLUMENTI DEI COMPONENTI DEGLI ORGANI REGIONALI ED EQUILIBRIO TRA I SESSI NELLA RAPPRESENTANZA”.   All articolo 122  primo comma  della Costituzione  sono aggiunte  in fine  le seguenti parole: «e i relativi emolumenti nel limite dell importo di quelli attribuiti ai sindaci dei Comuni capoluogo di Regione. La legge della Repubblica stabilisce altresì i princìpi fondamentali per promuovere l equilibrio tra donne e uomini nella rappresentanza».  Art. 9.  “INDENNITÀ PARLAMENTARE”.  All articolo 69 della Costituzione  le parole: «del Parlamento» sono sostituite dalle seguenti: «della Camera dei deputati». Articolo 69 come è oggi: “I membri del Parlamento ricevono una indennità stabilita dalla legge”. Nuovo articolo 69 riformato:  “I membri della Camera dei deputati ricevono una indennità stabilita dalla legge”.  ART. 40  “DISPOSIZIONI FINALI”.  COMMA 2: “Non possono essere corrisposti rimborsi o analoghi trasferimenti monetari recanti oneri a carico della finanza pubblica in favore dei gruppi politici presenti nei Consigli regionali”.  Capito ora perché sono tutti insieme per il no? Perchè con 215 posti di senatore in meno temono per loro stessi  e con l’abolizione del finanziamento pubblico ai partiti delle regioni temono per i loro galoppini consiglieri regionali con tutto il codazzo di portaborse. Se queste cose verranno messe in costituzione  sarà compito della Corte Costituzionale vigilare che vengano attuate  non del governo. Per questo si stanno cacando letteralmente sotto e diffondono un mare di falsità per farvi votare no					2016-11-18T07:53:55+0000	1479455635	2016-11-18 08:53:55	15	4	15	20	39	4	2	2	5	0	15	0	0	0	0	0	0
link	post_user_819483748183237	819483748183237_939617262836551	https://www.facebook.com/819483748183237/posts/939617262836551		https://external.xx.fbcdn.net/safe_image.php?d=AQAcYmfm_mSJqF_u&w=130&h=130&url=http%3A%2F%2Fwww.unita.tv%2Fwp-content%2Fuploads%2F2015%2F10%2Fchiti-1024x683.jpg&cfs=1&sx=314&sy=0&sw=683&sh=683	https://external.xx.fbcdn.net/safe_image.php?d=AQDDYRqzp0Vr2iWd&url=http%3A%2F%2Fwww.unita.tv%2Fwp-content%2Fuploads%2F2015%2F10%2Fchiti-1024x683.jpg	http://www.unita.tv/interviste/con-la-riforma-i-senatori-verranno-eletti-dai-cittadini-basta-falsita-parla-vannino-chiti/	unita.tv	2016-11-18T07:46:10+0000	1479455170	2016-11-18 08:46:10	15	0	16	11	27	0	0	0	0	0	15	0	0	0	0	1	0
link	post_user_819483748183237	819483748183237_939194706212140	https://www.facebook.com/819483748183237/posts/939194706212140	che tristezza leggere cose del genere da persone elette in parlamento coi voti del PD... :(  	https://external.xx.fbcdn.net/safe_image.php?d=AQA6qHWeFz7VF9pH&w=130&h=130&url=http%3A%2F%2Fstatic.blastingnews.com%2Fmedia%2Fphotogallery%2F2016%2F11%2F17%2Fmain%2Fcorradino-mineo-vota-no-al-referendum-foto-livesicilia-it_984443.jpg&cfs=1&sx=89&sy=0&sw=360&sh=360	https://external.xx.fbcdn.net/safe_image.php?d=AQDeoo1-uTQ45kZ-&url=http%3A%2F%2Fstatic.blastingnews.com%2Fmedia%2Fphotogallery%2F2016%2F11%2F17%2Fmain%2Fcorradino-mineo-vota-no-al-referendum-foto-livesicilia-it_984443.jpg	http://it.blastingnews.com/politica/2016/11/mineo-riforma-fatta-coi-piedi-il-pd-pensa-solo-al-potere-dubito-che-torni-a-sinistra-001265189.html	it.blastingnews.com	2016-11-17T14:40:00+0000	1479393600	2016-11-17 15:40:00	15	18	25	4	47	18	18	0	13	0	15	0	0	0	1	9	0
