position	post_id	post_by	post_text	post_published	comment_id	comment_by	is_reply	comment_message	comment_published	comment_like_count
27_16	819483748183237_939194706212140	96674c951a4a3359277c7e003a525098ebba7cec	che tristezza leggere cose del genere da persone elette in parlamento coi voti del PD... :(  	2016-11-17T14:40:00+0000	939425336189077	eaf40b219028e3cf0066477ee33c2f5fbc9010b0	0	Vedo Rai news, da quando non è più direttore ...la mattina svegliarsi e si sentivano i suoi commenti mi ricalava la Palpebra....	2016-11-17T23:02:56+0000	1
27_17	819483748183237_939194706212140	96674c951a4a3359277c7e003a525098ebba7cec	che tristezza leggere cose del genere da persone elette in parlamento coi voti del PD... :(  	2016-11-17T14:40:00+0000	939583539506590	bd91e7c3c5df84ea3700083c2535bf72853794e6	0	Con quella testa di c. può dire quello che vuole	2016-11-18T05:45:20+0000	0
30_0	819483748183237_939212982876979	96674c951a4a3359277c7e003a525098ebba7cec	#bastaunsì #iovotosì	2016-11-17T15:10:59+0000	939220252876252	ffbc1e75752257acbfedfd99c239d36f2c1c0fde	0		2016-11-17T15:31:02+0000	1
30_1	819483748183237_939212982876979	96674c951a4a3359277c7e003a525098ebba7cec	#bastaunsì #iovotosì	2016-11-17T15:10:59+0000	939220439542900	ffbc1e75752257acbfedfd99c239d36f2c1c0fde	0		2016-11-17T15:31:26+0000	1
30_2	819483748183237_939212982876979	96674c951a4a3359277c7e003a525098ebba7cec	#bastaunsì #iovotosì	2016-11-17T15:10:59+0000	939220469542897	ffbc1e75752257acbfedfd99c239d36f2c1c0fde	0		2016-11-17T15:31:40+0000	1
30_3	819483748183237_939212982876979	96674c951a4a3359277c7e003a525098ebba7cec	#bastaunsì #iovotosì	2016-11-17T15:10:59+0000	939254332872844	3fa1b8e3f9666d78024999f8c098868ea9badf92	0	O MADONNA ANCHE QUI I BEDUINI CHE VOTANO PD?	2016-11-17T16:51:35+0000	0
30_4	819483748183237_939212982876979	96674c951a4a3359277c7e003a525098ebba7cec	#bastaunsì #iovotosì	2016-11-17T15:10:59+0000	939264459538498	3fa1b8e3f9666d78024999f8c098868ea9badf92	1	QUINDI VOTI SI' PER SALVARE LA DEMOCRAZIA,  in primis questo è un referendum costituzionale, nulla a che vedere con le votazioni di un partito, visto che è in gioco le sorti di un paese con questo referendum, domanda, lei ha letto cosa cambia se vincesse il sì? perchè se lo ha letto capirebbe anche da solo che se passasse il sì la democrazia perderebbe un altro pezzo di sovranità, qui non si tratta di grillo, sinistra o destra, qui si tratta di salvaguardare la costituzione, presumo che sappia cosa è la costituzione, è la madre di tutte le leggi per dirla in breve, ma cosa cambia se passasse questa riforma? in primis il senato non viene abolito, e i senatori verrebbero eletti solo da qualcuno, ma questo è influente, con l'art 5 e con questa modifica i poteri delle regioni passano hai comuni o alle provincie, non che governo statale, essendo che le provincie e comuni gran parte sono pieni di debiti, dovrebbero vendere alcuni assett che erano in pancia alle provincie, ovvero acqua, lavoro, corrente, e trasporti che passerebbero in mano hai privati...ricordiamo che tutte queste cose le abbiamo pagate noi come comuni cittadini..e secondo lei tutto questo rafforza la democrazia o la indebolisce? qui la fanno passare come se fosse un voto politico partitocratico, ma non lo è, lei sà da chi è stata scritta questa modifica? da renzi, boschi e verdini, presumo che lei sappia chi è la boschi e lo scandalo delle banche, e magari sà anche chi è verdini, che ha alle spalle 6 processi, p3 ,4 miliardi a una coop, ecc..ecc.., renzi come ha detto lei non lo vota, quindi penso che non sia simpatico nemmeno a lei, ora le faccio una domanda, lei darebbe le sue chiavi di casa in mano a chi le vuole derubare casa? presumo di no..., se lei vota sì è come se lo facesse...comunque ogni uno ha le proprie convinzioni, ma quello che vi chiedo informatevi!!! su  VERAMENTE COSA CAMBIA, e poi potete anche votare con convinzione.	2016-11-17T17:12:42+0000	0
30_5	819483748183237_939212982876979	96674c951a4a3359277c7e003a525098ebba7cec	#bastaunsì #iovotosì	2016-11-17T15:10:59+0000	939341482864129	0bc49d16411d84607b7b432cf807f90a22aa5faa	1	Una risposta esauriente e ben documentata, ma purtroppo la posta in ballo sfugge ad ogni logica. Questo perché il M5S è ormai diventato una fede che ha in Grillo il suo messia indiscusso e indiscutibile. Infatti è lui, e solo lui, il despota che decide chi è ortodosso alla sua volontà e chi deve essere cacciato dal movimento. Il suo giudizio è inappellabile, e nemmeno la volontà dei suoi colonnelli conta veramente. Se questa non è dittatura ... Ecco perché affermo che un SI difende la democrazia. Renzi domani potrà essere cacciato con un voto, mentre Grillo porta con sé lo spettro della dittatura e del caos.	2016-11-17T20:05:27+0000	0
30_6	819483748183237_939212982876979	96674c951a4a3359277c7e003a525098ebba7cec	#bastaunsì #iovotosì	2016-11-17T15:10:59+0000	939491269515817	28b2bf48ee64e725550f2fcac18b8b878a6a4ed4	1	Come fa a definire quella del signor Luciano una risposta esauriente e ben documentata se è piena di errori basilari di grammatica? Il signore conclude dicendo che non ci costa informarci, mentre io lo invito a prendere due lezioni di italiano, due, 20€, due ore. Che le costa? Perché non accetto che mi venga a parlare di democrazia o costituzione italiana una persona che non sa scrivere in lingua italiana.  Attenzione, non entro in merito al si o al no, perché più che il referendum mi preme che queste persone abbiano il mio stesso diritto di voto.	2016-11-18T01:54:00+0000	0
30_7	819483748183237_939212982876979	96674c951a4a3359277c7e003a525098ebba7cec	#bastaunsì #iovotosì	2016-11-17T15:10:59+0000	939257036205907	0bc49d16411d84607b7b432cf807f90a22aa5faa	0	Da quando Renzi si è impadronito del PD ho smesso di votarlo, ma non per questo mi faccio abbindolare da un aspirante dittatore come Grillo. IO VOTO SI per salvare la democrazia!!!	2016-11-17T16:58:23+0000	2
33_0	819483748183237_939122179552726	96674c951a4a3359277c7e003a525098ebba7cec	Ecco la democrazia dei rivoluzionari del NO che lottano per difendere la Costituzione non si sa bene da cosa  	2016-11-17T12:03:46+0000	939177119547232	ffbc1e75752257acbfedfd99c239d36f2c1c0fde	0	basta un si	2016-11-17T14:02:49+0000	0
33_1	819483748183237_939122179552726	96674c951a4a3359277c7e003a525098ebba7cec	Ecco la democrazia dei rivoluzionari del NO che lottano per difendere la Costituzione non si sa bene da cosa  	2016-11-17T12:03:46+0000	939194876212123	6c82d49f2a04513331cd1af0543da72cb2dcc06d	0	Tanto sanno dire solo auesto: chi non è con me è contro di me	2016-11-17T14:40:31+0000	0
33_2	819483748183237_939122179552726	96674c951a4a3359277c7e003a525098ebba7cec	Ecco la democrazia dei rivoluzionari del NO che lottano per difendere la Costituzione non si sa bene da cosa  	2016-11-17T12:03:46+0000	939360649528879	f458c4600720fc3da1957ba2e99c7d09acef17e4	0	Tardi Santoro, dopo aver sostenuto la politica ignorante e incompetente è tardi, mai troppo per capire i propri errori, ma sei comunque parte in causa del peggioramento della nostra situazione	2016-11-17T20:33:00+0000	2
33_3	819483748183237_939122179552726	96674c951a4a3359277c7e003a525098ebba7cec	Ecco la democrazia dei rivoluzionari del NO che lottano per difendere la Costituzione non si sa bene da cosa  	2016-11-17T12:03:46+0000	939382286193382	9d5139f5e83359eac6f6d81549af93fa628b5741	0	Purtroppo questi sono i tipi a cui Santoro fino ad oggi ha strizzato l'occhio da 20 anni!	2016-11-17T21:22:43+0000	2
33_4	819483748183237_939122179552726	96674c951a4a3359277c7e003a525098ebba7cec	Ecco la democrazia dei rivoluzionari del NO che lottano per difendere la Costituzione non si sa bene da cosa  	2016-11-17T12:03:46+0000	939406269524317	b52ec150700e20ee73fe4c2903711e1d534ed81e	0	Santoro è fuori tempo massimo. Ciaone.	2016-11-17T22:14:48+0000	2
37_0	819483748183237_939122939552650	96674c951a4a3359277c7e003a525098ebba7cec	Io non sono come loro: non ce la faccio a stare abbarbicato ad una poltrona per il gusto di mantenerla. - Matteo Renzi stamani a RTL 102.5 https://www.facebook.com/matteorenzinews/videos/1132439376852055/	2016-11-17T12:06:44+0000	939287396202871	87c330c139a1d362329d8b71e3ce0dc1d0d96b24	1	Un pochino d'ordine. Vediamo un po': dopo anni di precariato 130.000 insegnanti sono entrati in ruolo, moltissime scuole si stanno ristrutturando grazie ai miliardi stanziati, la legge sul caporalato, sul "dopo di noi" , sull'autismo, sulle unioni civili,etc...etc...La ripresa del paese,lenta, e' certificata dai numeri ufficiali. Ci siamo scordato lo spread a oltre 500 e l'Italia sull'orlo del precipizio? Inoltre x me e' stata anche importante l'adesione al PSE. a proposito della riduzione stipendio deputati,mi stavo scordando che il rinvio in commissione x approfondimento serve x rivedere la questione RIMBORSI che va di pari passo con la riduzione dello stipendio anzi io preferirei legarlo alla presenza effettiva. Come vede c'e' voglia di rivedere x bene la questione visto che molti eletti ci capano bene. Mi scusi x la lunghezza.	2016-11-17T18:11:52+0000	1
37_1	819483748183237_939122939552650	96674c951a4a3359277c7e003a525098ebba7cec	Io non sono come loro: non ce la faccio a stare abbarbicato ad una poltrona per il gusto di mantenerla. - Matteo Renzi stamani a RTL 102.5 https://www.facebook.com/matteorenzinews/videos/1132439376852055/	2016-11-17T12:06:44+0000	939300609534883	3fa1b8e3f9666d78024999f8c098868ea9badf92	1	infatti ordiniamo un p'o le idee, innanzi tutto i 130 mila insegnati era già di ruolo, e si sono semplicemente stanziati 325 milioni per la formazione obbligatoria, non mi risulta che siano stati assunti altri insegnanti oltre a questi 130 mila che erano già attuali. in quanto alle ristrutturazioni a parte  soldi promessi ne vedo ben poche in fase di ristrutturazione, nel mio paese le scuole hanno oltre 30 anni e si stanno sgretolando, il comune ha chiesto i finanziamenti, ma fino adesso non se ne vede ancora l'ombra, comunque vedremo se dalle promesse deriveranno i fatti, fino ad ora di fatti se ne vedono ben pochi se non solo a parole solo alla veglia di questo referendum. probabilmente la voglia di cambiare c'e anche, visto che moltissima gente non crede più a questi governi. comunque aldilà di tutto questo, mi chiedo quale sia stato il motivo di votare tutti n coro con NO al dimezzamento chiesto dall' m5s, quali sono state le ragioni? perchè non è stato votato? s potevano risparmiare diversi milioni di euro che sarebbero serviti per la popolazione non crede? perchè con questo no a questa proposta voi dell' pd non è che avete fatto una bella figura o sbaglio?	2016-11-17T18:41:37+0000	0
37_2	819483748183237_939122939552650	96674c951a4a3359277c7e003a525098ebba7cec	Io non sono come loro: non ce la faccio a stare abbarbicato ad una poltrona per il gusto di mantenerla. - Matteo Renzi stamani a RTL 102.5 https://www.facebook.com/matteorenzinews/videos/1132439376852055/	2016-11-17T12:06:44+0000	939220912876186	3fa1b8e3f9666d78024999f8c098868ea9badf92	0	volete voi dimezzare gli stipendi dei parlamentari??? il pd ha votato NO alla delibera dell' m5s...perchè adesso bisognerebbe votare si' a questa schifosa riforma? la verità è che sono tutte grosse balle quello che ha detto renzi, e ne è la dimostrazione di come da quando è premier non abbia mantenuto nemmeno una promessa di quelle fatte...la riforma fornero, i privilegi dei politici, le pensioni d'oro, equitalia (quella che ha fatto è solo una bufala) le scuole e l'istruzione, la sanità...devo andare avanti? ditemene una che abbia attuato che andasse nell' rafforzamento degli italiani...quello che ho visto in quest anni, sono stati i salvataggi delle banche, la diminuzione dell' lavoro, e truffe e inquisiti dell' pd...quindi di che stiamo parlando??	2016-11-17T15:33:16+0000	0
37_3	819483748183237_939122939552650	96674c951a4a3359277c7e003a525098ebba7cec	Io non sono come loro: non ce la faccio a stare abbarbicato ad una poltrona per il gusto di mantenerla. - Matteo Renzi stamani a RTL 102.5 https://www.facebook.com/matteorenzinews/videos/1132439376852055/	2016-11-17T12:06:44+0000	939234752874802	e418ec0b00d746fb8d78aceb7cfee1f3214f7c47	0		2016-11-17T16:04:50+0000	0
38_0	819483748183237_938720929592851	96674c951a4a3359277c7e003a525098ebba7cec	dirlo a 20 giorni dal referendum...va comunque bene!!	2016-11-16T15:59:06+0000	939217476209863	3fa1b8e3f9666d78024999f8c098868ea9badf92	0	a parole potrei dire che sei anche una brava persona, ma a fatti e a pensiero ti manderei a fare in culo direttamente per la tua falsità	2016-11-17T15:22:58+0000	0
38_1	819483748183237_938720929592851	96674c951a4a3359277c7e003a525098ebba7cec	dirlo a 20 giorni dal referendum...va comunque bene!!	2016-11-16T15:59:06+0000	939275706204040	63ccac609cd2e986450c66c5a7965e10eb2ace9a	0	La tassa, tasi, sulla prima casa 2016 è stata tolta da Renzi sono fatti il saldo a Dicembre non si paga più.	2016-11-17T17:41:17+0000	0
38_2	819483748183237_938720929592851	96674c951a4a3359277c7e003a525098ebba7cec	dirlo a 20 giorni dal referendum...va comunque bene!!	2016-11-16T15:59:06+0000	939287159536228	3fa1b8e3f9666d78024999f8c098868ea9badf92	0	gà in compenso ha messo il canone obbligatorio in bolletta, ha dimezzato la sanità, e alzato i tiket, 50 euro se vai all' pronto soccorso, e dai 20 hai 40 euro le visite, un prelievo dell' sangue 52 euro, e dai noi due punti nascite sono stati chiusi, per partorire una donna deve fare 70km da noi, inoltre ha tolto l'art 18 su i lavoratori (giusto o sbagliato, ma era un diritto) oltre a questo nessuno si è dimezzato gli stipendi dopo una proposta di legge che tutti in coro hanno bocciato) la pressione fiscale generale nel nostro Paese - tenendo conto delle clausole di salvaguardia, che sono Legge e il governo ha disinnescato solo a parole - è aumentata: dal 43,4% del 2014 al 43,7% del 2015, al 44,2% del 2016 (record storico) forse era meglio tenersi la tasi non le sembra? e questi sono fatti reali e non promesse...	2016-11-17T18:11:09+0000	0
42_0	819483748183237_938921706239440	96674c951a4a3359277c7e003a525098ebba7cec	Sono sempre i soliti disfattisti.... :( 	2016-11-17T01:20:29+0000	938946272903650	58547870c6300b1de2c163bd516e9a6b3eaeec93	1	in effetti non ha l'aria molto sveglia :D	2016-11-17T02:19:51+0000	1
42_1	819483748183237_938921706239440	96674c951a4a3359277c7e003a525098ebba7cec	Sono sempre i soliti disfattisti.... :( 	2016-11-17T01:20:29+0000	938941559570788	f87052525d74773885b39e8e1a6fb3d56eb7c3a3	0	basta guardarlo in faccia per votare SI convintamente :D	2016-11-17T02:05:08+0000	3
42_2	819483748183237_938921706239440	96674c951a4a3359277c7e003a525098ebba7cec	Sono sempre i soliti disfattisti.... :( 	2016-11-17T01:20:29+0000	939076356223975	4b34c544124f6713fa48377cb47dbea9bced64fd	0	Toninnelli vaffanculo stronzo populista ammazzate	2016-11-17T09:30:23+0000	1
42_3	819483748183237_938921706239440	96674c951a4a3359277c7e003a525098ebba7cec	Sono sempre i soliti disfattisti.... :( 	2016-11-17T01:20:29+0000	939092206222390	67ea849de06d26616707eeaa0ee75fb4db7ed35a	0	Ancora 20 giorni di pazienza amici e poi vedremo in un senso o nell'altro. Gli italiani hanno in mano il proprio destino.	2016-11-17T10:31:11+0000	0
42_4	819483748183237_938921706239440	96674c951a4a3359277c7e003a525098ebba7cec	Sono sempre i soliti disfattisti.... :( 	2016-11-17T01:20:29+0000	939098292888448	471c85c166d55405e3f02408f98739f1f0c22f61	0	Molti elettori seguono fedelmente ciò che viene detto con astuzia dai "leaders" che non vogliono la riforma costituzionale per le riduzioni che questa comporta (riduzione dello stipendio dei consiglieri regionali, abolizione di 315 senatori, senatori a vita che durano in carica solo 7 anni, abolizione delle Province e del Cnel, leggi che saranno approvate dal Parlamento in tempi brevi e fine della legislazione concorrente delle regioni). Nessuno vuole vedere diminuito lo stipendio, i poteri ed i privilegi di cui gode e per questo si cerca consensi per il no. Spero che gli italiani comprendano il tranello in cui vengono attirati.  Io voto SI!	2016-11-17T10:49:15+0000	3
42_5	819483748183237_938921706239440	96674c951a4a3359277c7e003a525098ebba7cec	Sono sempre i soliti disfattisti.... :( 	2016-11-17T01:20:29+0000	939270622871215	cd5c3b1afc4d1971bed26b834855fac0a3284a68	0	se questi andassero al governo,lo spread schizzerebbe a mille,dovrebbero dimettersi di corsa come fece berlusconi e compari nel	2016-11-17T17:26:03+0000	2
48_0	819483748183237_938774332920844	96674c951a4a3359277c7e003a525098ebba7cec	Esiste una struttura pentastellata che lavora nel web con il compito di diffamare con notizie false il Pd e le istituzioni della Repubblica?	2016-11-16T18:20:36+0000	939218556209755	d6186465052b979414eb51e40621ccf72cb8045e	0	Sono cose che dico da tempo!	2016-11-17T15:25:51+0000	0
49_0	819483748183237_939081742890103	96674c951a4a3359277c7e003a525098ebba7cec		2016-11-17T09:52:32+0000	939082849556659	ffbc1e75752257acbfedfd99c239d36f2c1c0fde	0	basta un si	2016-11-17T09:57:03+0000	1
