type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
photo	post_user_1694651967440454	1694651967440454_1805613869677596	https://www.facebook.com/1694651967440454/posts/1805613869677596	#gerini	https://scontent.xx.fbcdn.net/v/t1.0-0/q90/s130x130/15094390_755735374576828_7989578908266183076_n.jpg?oh=8a9f1dc2a880f9d18e95fda2e5861425&oe=58C65964	https://scontent.xx.fbcdn.net/v/t1.0-0/q90/p180x540/15094390_755735374576828_7989578908266183076_n.jpg?oh=3686f31143519af70066e53418cdf788&oe=588AA7A5	https://www.facebook.com/sicambiasi/photos/a.747372538746445.1073741828.747051362111896/755735374576828/?type=3	facebook.com	2016-11-18T22:13:19+0000	1479507199	2016-11-18 23:13:19	4	1	4	1	6	1	1	0	0	0	4	0	0	0	0	0	0
link	post_user_1694651967440454	1694651967440454_1805013909737592	https://www.facebook.com/1694651967440454/posts/1805013909737592	Consiglio vivamente a tutti la lettura di questo articolo. Perché non è assolutamente vero che non potremo più scegliere i Senatori.	https://external.xx.fbcdn.net/safe_image.php?d=AQDCg0t-VebDrp_U&w=130&h=130&url=http%3A%2F%2Fi.huffpost.com%2Fgen%2F4861592%2Fimages%2Fo-BASTAUNS-facebook.jpg&cfs=1	https://external.xx.fbcdn.net/safe_image.php?d=AQABeq9WbvNFGn8Q&url=http%3A%2F%2Fi.huffpost.com%2Fgen%2F4861592%2Fimages%2Fo-BASTAUNS-facebook.jpg	http://www.huffingtonpost.it/vannino-chiti/basta-bugie-con-la-riforma-i-cittadini-sceglieranno-i-senatori_b_13005546.html?utm_source=sociabbleapp&utm_medium=social&utm_campaign=none&utm_term=iooHrHMg&socid=iooHrHMg	huffingtonpost.it	2016-11-17T13:54:18+0000	1479390858	2016-11-17 14:54:18	24	34	24	9	67	34	12	22	6	0	24	0	0	0	0	0	0
link	post_user_1694651967440454	1694651967440454_1805469219692061	https://www.facebook.com/1694651967440454/posts/1805469219692061	Padellaro  non un amico di Renzi  sostiene  e noi siamo perfettamente d accordo con lui  che qualunque sia il risultato del Referendum  Renzi ha già vinto. La personalizzazione del Referendum voluta prima da Renzi e poi dagli avversari è diventata un boomerang per i fautori del NO.   Queste le ragioni: 1) Renzi è solo contro tutto l establishment della politica italiana (prima  seconda e terza Repubblica) 2) in caso di nuove elezioni  tutti dovranno chiedere a Renzi sostegno per la formazione del nuovo  eventuale (se mai ci saranno le condizioni per poterlo fare)  Governo 3) anche avversari come Berlusconi hanno dovuto riconoscere la leadership di Renzi  4) l Europa ha sospeso il giudizio sulla manovra economica che prevede lo sforamento del Patto di Stabilità per la costruzione di nuove scuole per i nostri bambini. Finalmente l Italia si conquista il rispetto dell Europa.  5) Se vince il NO la vittoria dovrà essere ripartita tra: De Mita  Pomicino  Brunetta  Gasparri  Salvini  Casapound  Fassina  D Alema  Monti  Ferrero  Meloni  Santanchè. Se vince il Sì  hanno vinto gli italiani che hanno votato liberamente e hanno deciso di dare una speranza e un futuro al nostro Paese.  Comunque vada  votiamo Sì!   #bastaunsì	https://external.xx.fbcdn.net/safe_image.php?d=AQBKF-nkc0H7FxsO&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQJT9W1t24tLF95_KPbBYjBsWUNJMzOaMrCxc-Es6co4jdFdtj--2-sddggOg5TIvXLABinN49sRG9RA5hduCwynRPs6lat7z5N7JPuKWQi8C6bJLBEqxeRnuq0U72Lc7uGgjV3QHRPKWmARJd7aJ844&cfs=1&l	https://external.xx.fbcdn.net/safe_image.php?d=AQBh9uZjE9ZDhnZw&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQJT9W1t24tLF95_KPbBYjBsWUNJMzOaMrCxc-Es6co4jdFdtj--2-sddggOg5TIvXLABinN49sRG9RA5hduCwynRPs6lat7z5N7JPuKWQi8C6bJLBEqxeRnuq0U72Lc7uGgjV3QHRPKWmARJd7aJ844&l	http://www.unita.tv/opinioni/renzi-vince-anche-se-perde-lo-dice-padellaro-non-il-nazareno/	unita.tv	2016-11-18T15:39:33+0000	1479483573	2016-11-18 16:39:33	35	10	35	13	58	10	7	3	5	0	35	0	0	0	0	0	0
photo	post_user_1694651967440454	1694651967440454_1805505279688455	https://www.facebook.com/1694651967440454/posts/1805505279688455	Volendo stare ai sondaggi atuali il NO è al 52% e il SI al 48% senza valutare l astensionismo e altri fattori non trascurabili come gli indecisi  ancora da recuperare.....Noi siamo al 48%  il PD oscilla fra il 40 e il 41% insieme al governo.......La vedo nera anche dopo per quelli del NO e la gente non l ha capito!!!!!!!!!!!!.......L Italia mi preoccupa perchè con i falliti e i trombati che intravedono la loro rivincita c è poco da sta tranquilli!!!!!!!!!!!....IL NO è frastagliato in tanti partitini disomogenei per ideologia e interessi  tutti contro un nemico comune che ha messo in discussione la loro sopravvivenza e dei loro nciuci perdi tempo.....Secondo voi le prossime elezioni come andranno?......Frattanto ci ritroveremo con la Nazione in balia degli speculatori e di nuovo in crisi economica  ma gli altri avranno salvato il loro  orticello !!!!!!!!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15056396_10207749050788785_3310029567493585341_n.jpg?oh=e5c1478f2d464c745d591e6a0a7e10d8&oe=5888281B	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15056396_10207749050788785_3310029567493585341_n.jpg?oh=6e6a072b3d92a04fedca1c0f919fea9e&oe=58D37016	https://www.facebook.com/photo.php?fbid=10207749050788785&set=gm.1805505279688455&type=3	facebook.com	2016-11-18T17:07:58+0000	1479488878	2016-11-18 18:07:58	5	10	6	0	16	10	10	0	8	0	5	0	0	0	0	1	0
status	post_user_1694651967440454	1694651967440454_1805552039683779	https://www.facebook.com/1694651967440454/posts/1805552039683779	#Italicum  Non centra col referendum ma probabilmente qualcuno lo sa. Come mai la legge elettorale è stata pensata solamente per la camera e non è stato fatto un ragionamento parallelo per il senato (con ballottaggio e premio di maggioranza)?					2016-11-18T19:17:52+0000	1479496672	2016-11-18 20:17:52	2	14	2	0	16	14	7	7	10	0	2	0	0	0	0	0	0
status	post_user_1694651967440454	1694651967440454_1805602833012033	https://www.facebook.com/1694651967440454/posts/1805602833012033	Matteo Renzi in diretta da #Bari damose na  rinfrescata #bastaunsi					2016-11-18T21:54:32+0000	1479506072	2016-11-18 22:54:32	5	0	5	2	7	0	0	0	0	0	5	0	0	0	0	0	0
status	post_user_1694651967440454	1694651967440454_1805596433012673	https://www.facebook.com/1694651967440454/posts/1805596433012673	https://mobile.twitter.com/bastaunsi/status/799699324858941441/photo/1?utm_source=fb&utm_medium=fb&utm_campaign=VincenzoPuro&utm_content=799714778960842752					2016-11-18T21:37:39+0000	1479505059	2016-11-18 22:37:39	2	6	2	0	8	6	1	5	3	0	2	0	0	0	0	0	0
link	post_user_1694651967440454	1694651967440454_1805597449679238	https://www.facebook.com/1694651967440454/posts/1805597449679238	http://www.unita.tv/interviste/ellekappa-io-lanarchica-che-vota-si/	https://external.xx.fbcdn.net/safe_image.php?d=AQBaKwD4WOjCsga8&w=130&h=130&url=http%3A%2F%2Fwww.unita.tv%2Fwp-content%2Fuploads%2F2016%2F11%2Fellehappa.jpg&cfs=1	https://external.xx.fbcdn.net/safe_image.php?d=AQBuIB-PRie9UD9H&url=http%3A%2F%2Fwww.unita.tv%2Fwp-content%2Fuploads%2F2016%2F11%2Fellehappa.jpg	http://www.unita.tv/interviste/ellekappa-io-lanarchica-che-vota-si/	unita.tv	2016-11-18T21:39:03+0000	1479505143	2016-11-18 22:39:03	3	0	3	2	5	0	0	0	0	0	3	0	0	0	0	0	0
status	post_user_1694651967440454	1694651967440454_1805590979679885	https://www.facebook.com/1694651967440454/posts/1805590979679885						2016-11-18T21:17:19+0000	1479503839	2016-11-18 22:17:19	2	1	2	0	3	1	1	0	0	0	2	0	0	0	0	0	0
link	post_user_1694651967440454	1694651967440454_1804941203078196	https://www.facebook.com/1694651967440454/posts/1804941203078196	Visto che ci accusano di essere al soldo del terribile  dittatore  Renzi  ecco un articolo a favore del SI da chi certo non lo ama ma non ha perso la testa  http://m.huffpost.com/it/entry/13004828?	https://external.xx.fbcdn.net/safe_image.php?d=AQC7svNlnS8TxuvD&w=130&h=130&url=http%3A%2F%2Fi.huffpost.com%2Fgen%2F4861200%2Fimages%2Fo-RENZI-facebook.jpg&cfs=1&sx=681&sy=0&sw=1000&sh=1000	https://external.xx.fbcdn.net/safe_image.php?d=AQBTJoJTL1F6ATSd&url=http%3A%2F%2Fi.huffpost.com%2Fgen%2F4861200%2Fimages%2Fo-RENZI-facebook.jpg	http://m.huffpost.com/it/entry/13004828	m.huffpost.com	2016-11-17T09:20:30+0000	1479374430	2016-11-17 10:20:30	25	3	25	6	34	3	3	0	6	0	25	0	0	0	0	0	0
link	post_user_1694651967440454	1694651967440454_1805584339680549	https://www.facebook.com/1694651967440454/posts/1805584339680549	Andrea Pizzo shared his post to the group: Referendum Costituzionale.	https://scontent.xx.fbcdn.net/v/t1.0-1/p100x100/11828554_10207062728036870_1862032349211606940_n.jpg?oh=fcabf4e5cf08f673e1933dca39ec7ea4&oe=58D141CF		https://www.facebook.com/groups/451568334880363/permalink/1174976635872859/	facebook.com	2016-11-18T20:49:07+0000	1479502147	2016-11-18 21:49:07	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
link	post_user_1694651967440454	1694651967440454_1805578509681132	https://www.facebook.com/1694651967440454/posts/1805578509681132	E’ ancora presto per dare un giudizio definitivo che potrà essere più completo verso primavera. Ma già se si mettono insieme una serie di fatti si capisce la pericolosa deriva immobilista verso cui la città rischia di essere trascinata. Perché  come ha detto Valeriani  il capogruppo alla Regione Lazio del PD  si comincia ad avere la certezza che la città è ostaggio di un gruppo di fanatici 	https://external.xx.fbcdn.net/safe_image.php?d=AQALo4-kQ1qYIlXE&w=130&h=130&url=http%3A%2F%2Fmanrico.social%2Fmedia%2Fk2%2Fitems%2Fcache%2Fc3562f2e9521020de502f370ac3fbe48_L.jpg&cfs=1	https://external.xx.fbcdn.net/safe_image.php?d=AQBl1KVxIpFAkn0z&url=http%3A%2F%2Fmanrico.social%2Fmedia%2Fk2%2Fitems%2Fcache%2Fc3562f2e9521020de502f370ac3fbe48_L.jpg	http://www.manrico.social/roma/item/789-roma-e-in-ostaggio-di-un-gruppo-di-fanatici-peracottari.html	manrico.social	2016-11-18T20:24:35+0000	1479500675	2016-11-18 21:24:35	3	0	3	1	4	0	0	0	0	0	3	0	0	0	0	0	0
status	post_user_1694651967440454	1694651967440454_1805562826349367	https://www.facebook.com/1694651967440454/posts/1805562826349367						2016-11-18T19:54:13+0000	1479498853	2016-11-18 20:54:13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
status	post_user_1694651967440454	1694651967440454_1805558326349817	https://www.facebook.com/1694651967440454/posts/1805558326349817						2016-11-18T19:40:27+0000	1479498027	2016-11-18 20:40:27	4	0	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0
link	post_user_1694651967440454	1694651967440454_1805557733016543	https://www.facebook.com/1694651967440454/posts/1805557733016543		https://external.xx.fbcdn.net/safe_image.php?d=AQCcwya3lreT1Rur&w=130&h=130&url=http%3A%2F%2Fwww.unita.tv%2Fwp-content%2Fuploads%2F2016%2F11%2Fmichele-santoro-servizio-pubblico.jpg&cfs=1&sx=141&sy=0&sw=314&sh=314	https://external.xx.fbcdn.net/safe_image.php?d=AQBJVFgrnosUYsmp&url=http%3A%2F%2Fwww.unita.tv%2Fwp-content%2Fuploads%2F2016%2F11%2Fmichele-santoro-servizio-pubblico.jpg	http://www.unita.tv/focus/santoro-spiazza-tutti-smonta-le-ragioni-del-no-difende-renzi-e-attacca-grillo/	unita.tv	2016-11-18T19:38:14+0000	1479497894	2016-11-18 20:38:14	24	0	24	10	34	0	0	0	0	0	24	0	0	0	0	0	0
link	post_user_1694651967440454	1694651967440454_1805557236349926	https://www.facebook.com/1694651967440454/posts/1805557236349926	http://www.corriere.it/economia/16_novembre_18/bankitalia-attese-forte-turbolenze-mercati-il-referendum-6ea5b82e-ad9c-11e6-97cf-b67e1016ae14.shtml	https://external.xx.fbcdn.net/safe_image.php?d=AQDDxlfUSBpAgQ3z&w=130&h=130&url=http%3A%2F%2Fwww.corriere.it%2Fmethode_image%2Fsocialshare%2F1e473f78-ad9d-11e6-97cf-b67e1016ae14.jpg&cfs=1	https://external.xx.fbcdn.net/safe_image.php?d=AQC0lE0e9gOl-zi-&url=http%3A%2F%2Fwww.corriere.it%2Fmethode_image%2Fsocialshare%2F1e473f78-ad9d-11e6-97cf-b67e1016ae14.jpg	http://www.corriere.it/economia/16_novembre_18/bankitalia-attese-forte-turbolenze-mercati-il-referendum-6ea5b82e-ad9c-11e6-97cf-b67e1016ae14.shtml	corriere.it	2016-11-18T19:36:51+0000	1479497811	2016-11-18 20:36:51	2	0	2	1	3	0	0	0	0	0	2	0	0	0	0	0	0
link	post_user_1694651967440454	1694651967440454_1805399833032333	https://www.facebook.com/1694651967440454/posts/1805399833032333	Eccone un altro che vota NO	https://external.xx.fbcdn.net/safe_image.php?d=AQC64SwgkGsQKyFL&w=130&h=130&url=http%3A%2F%2Fwww.liberoquotidiano.it%2Fresizer%2F600%2F315%2Ftrue%2Fcut1373267979007.jpg--.jpg&cfs=1&sx=174&sy=0&sw=315&sh=315	https://external.xx.fbcdn.net/safe_image.php?d=AQDvN6frsms3UYdh&url=http%3A%2F%2Fwww.liberoquotidiano.it%2Fresizer%2F600%2F315%2Ftrue%2Fcut1373267979007.jpg--.jpg	http://www.liberoquotidiano.it/news/politica/1275226/M5S--l-onorevole-Sibilia---Uccidere-Falcone-e-Borsellino-e-stato-un-atto-rivoluzionario-.html#.WC7NYyohcGw.facebook	liberoquotidiano.it	2016-11-18T12:25:08+0000	1479471908	2016-11-18 13:25:08	7	21	14	6	41	21	20	1	9	0	7	0	0	0	1	6	0
link	post_user_1694651967440454	1694651967440454_1805546363017680	https://www.facebook.com/1694651967440454/posts/1805546363017680	Dario Andreoli shared his post to the group: Referendum Costituzionale.	https://scontent.xx.fbcdn.net/v/t1.0-1/p100x100/557277_3791995718288_1912614282_n.jpg?oh=a4a942c29759c2238d4c78d0f2ca14a2&oe=58CB543F		https://www.facebook.com/groups/1199289510099053/permalink/1450974764930525/	facebook.com	2016-11-18T18:56:15+0000	1479495375	2016-11-18 19:56:15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_user_1694651967440454	1694651967440454_1805546003017716	https://www.facebook.com/1694651967440454/posts/1805546003017716	Francesco Savorani shared Poplitica s post to the group: Referendum Costituzionale.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15107251_1681806762132233_3933005010003314365_n.jpg?oh=0d07a1f122c7b30eba6a5c04c87cfb26&oe=58C5C5C8	https://scontent.xx.fbcdn.net/v/t1.0-9/15107251_1681806762132233_3933005010003314365_n.jpg?oh=45078f8068a996808a00faf1a891fa29&oe=58CCA4A3	https://www.facebook.com/popliticablog/photos/a.1681806838798892.1073741829.1634201113559465/1681806762132233/?type=3	facebook.com	2016-11-18T18:54:21+0000	1479495261	2016-11-18 19:54:21	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
link	post_user_1694651967440454	1694651967440454_1805544433017873	https://www.facebook.com/1694651967440454/posts/1805544433017873		https://external.xx.fbcdn.net/safe_image.php?d=AQCerWVxxnBMH660&w=130&h=130&url=http%3A%2F%2Fvelvetgossip.it%2Fwp-content%2Fuploads%2F2016%2F11%2Ff-mickey-mouse-1-1000x600.jpg&cfs=1	https://external.xx.fbcdn.net/safe_image.php?d=AQD6ps-xmfkzHgX0&url=http%3A%2F%2Fvelvetgossip.it%2Fwp-content%2Fuploads%2F2016%2F11%2Ff-mickey-mouse-1-1000x600.jpg	http://velvetgossip.it/2016/11/18/quanti-anni-ha-topolino-walt-disney/	velvetgossip.it	2016-11-18T18:46:54+0000	1479494814	2016-11-18 19:46:54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
status	post_user_1694651967440454	1694651967440454_1805432409695742	https://www.facebook.com/1694651967440454/posts/1805432409695742						2016-11-18T14:04:07+0000	1479477847	2016-11-18 15:04:07	11	1	11	0	12	1	1	0	0	0	11	0	0	0	0	0	0
photo	post_user_1694651967440454	1694651967440454_1805538199685163	https://www.facebook.com/1694651967440454/posts/1805538199685163	https://www.facebook.com/ComitatoReferendarioRomaSi/photos/a.1035214516540815.1073741830.1015532725175661/1234225036639761/?type=3	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15032713_1234225036639761_3954363316203195044_n.jpg?oh=7ce5f4248ccef53234dc08fe05fc5eb9&oe=58CDFDE2	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15032713_1234225036639761_3954363316203195044_n.jpg?oh=012ca997285485e76dbeab693e89d204&oe=58BFE2F7	https://www.facebook.com/ComitatoReferendarioRomaSi/photos/a.1035214516540815.1073741830.1015532725175661/1234225036639761/?type=3	facebook.com	2016-11-18T18:24:52+0000	1479493492	2016-11-18 19:24:52	5	0	5	3	8	0	0	0	0	0	5	0	0	0	0	0	0
link	post_user_1694651967440454	1694651967440454_1804986713073645	https://www.facebook.com/1694651967440454/posts/1804986713073645	“Sono le tre del pomeriggio  dall’Aula sbuca Alessandro Di Battista e si ferma a omaggiare Bersani  in politica succede anche questo...ora però non offendete il  povero  Bersani  sconfiggiamo la sua stupida ostinazione con il voto  votando Sì al #referendumcostituzionale per far approvare questa buona #riforma Matteo Renzi Maria Elena Boschi (MEB)	https://external.xx.fbcdn.net/safe_image.php?d=AQDg8KzI-5NWSFG5&w=130&h=130&url=http%3A%2F%2Fwww.unita.tv%2Fwp-content%2Fuploads%2F2015%2F09%2FUNITA32_2015092113210183-e1457009343406-1024x743.jpg&cfs=1	https://external.xx.fbcdn.net/safe_image.php?d=AQAta818YZoZIfSK&url=http%3A%2F%2Fwww.unita.tv%2Fwp-content%2Fuploads%2F2015%2F09%2FUNITA32_2015092113210183-e1457009343406-1024x743.jpg	http://www.unita.tv/opinioni/il-finto-amore-dei-grillini-per-bersani-e-lui-ci-casca/	unita.tv	2016-11-17T12:14:17+0000	1479384857	2016-11-17 13:14:17	11	5	12	1	18	5	5	0	3	0	11	0	0	0	0	1	0
video	post_user_1694651967440454	1694651967440454_1804986573073659	https://www.facebook.com/1694651967440454/posts/1804986573073659	Votiamo #NO alla Riforma Costituzionale perchè siamo una generazione che non ha mai visto garantiti i propri diritti costituzionali  a cominciare dal diritto allo studio. Siamo studentesse e studenti cresciuti in una crisi economica causata dagli stessi poteri economici e finanziari che hanno preteso questa riforma. Il ceto politico che sostiene questa manomissione delle garanzie costituzionali è lo stesso che ci condanna alla precarietà tramite provvedimenti come il Jobs Act; lo stesso che vuole svendere e inquinare i nostri territori con lo Sblocca Italia; lo stesso che con la Buona Scuola vuole trasformare le nostre scuole in aziende governate da un preside-manager. Al referendum voteremo NO all ennesima imposizione calata dall alto  ci opporremo all arretramento della democrazia voluto dalle banche come JP Morgan e dai poteri forti che sostengono il Governo #Renzi. Vogliamo costruire una #democrazia reale che restituisca il potere alle persone di decidere sulle proprie vite e alle comunità e sui propri territori. Questa riforma troverà nelle #scuole e nelle #università una ferma resistenza in difesa della democrazia.	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14992682_1232526100150951_5140201531114520576_n.jpg?oh=03533dd403c8c2a42fa299746ecd3d58&oe=58CC7039	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14992682_1232526100150951_5140201531114520576_n.jpg?oh=08ae8315b257623a8a9198233771ddb9&oe=58CD821B	https://www.facebook.com/rec.napoli/videos/1232507226819505/	facebook.com	2016-11-17T12:13:53+0000	1479384833	2016-11-17 13:13:53	5	11	5	1	17	11	5	6	9	0	5	0	0	0	0	0	0
